,Route,Sh,Amount,Shipping Type Code,Shipping Type Description,Weight,Vol,Vehicle Pallet Capacity (Pallet floor space),MoT,Vehicle Classification,Temp,Truck Size,Truck Type Short Form,Unnamed: 10,Truck Type,Weight Tons,Case Capacity,Pallet,Loose Case Loading/Unloading  Time (hr),Loose Case Loadiong /Unloading producivity (case/hr),Pallet Unloading producivity (Pallets/Hr)
12414,IDX385,GE,497569.0,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
12416,IDX385,HO,497569.0,HO,"IC PELNI CONT 40"" ",26000,55000000,16.0,Sea,Container Ocean 40'-45',Refrigerated,Large,40ft Container,,,,,,,,
10843,IDT045,GN,498000.0,GN,"EXP IC CONTAINER 20""",18000,28000000,9.0,Sea,Container Ocean 20',Refrigerated,Large,20ft Container,,,,,,,,
9712,IDS044,9H,501543.5,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
12576,IDX402,9N,501777.0,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
12577,IDX402,9P,501777.0,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
12578,IDX402,9Q,501777.0,9Q,TRONTON 16T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
12579,IDX402,9R,501777.0,9R,TRONTON 16T 32M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
12582,IDX402,GE,501777.0,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
11933,IDX359,9K,502806.0,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
11934,IDX359,9L,502806.0,9L,JUMBO 20T 50M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
11944,IDX359,GF,502806.0,GF,JUMBO 20T 40M3,20000,40000000,16.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,40ft container,26,4000,20,,,
12615,INB013,9K,503503.0,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
6172,IDJ050,GC,504368.0,GC,COLT 5T 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,Tronton,10 to 15,1500,16-20,,,
9721,IDS044,9S,506463.6666666667,9S,VAN 3000KG 5M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
9722,IDS044,9T,506463.6666666667,9T,VAN 3000KG 7M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
12400,IDX385,9G,508044.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
12401,IDX385,9H,508044.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
12403,IDX385,9J,508044.0,9J,ENGKEL 15T 28M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
12413,IDX385,GD,508044.0,GD,ENGKEL 12T 23M3,12000,23000000,10.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,Jumbo,20 to 32,2050,24-30,2.0,1000.0,60.0
11935,IDX359,9N,510662.5,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
11936,IDX359,9P,510662.5,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
11937,IDX359,9Q,510662.5,9Q,TRONTON 16T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
11938,IDX359,9R,510662.5,9R,TRONTON 16T 32M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
11943,IDX359,GE,510662.5,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
12571,IDX402,9G,512340.5,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
12572,IDX402,9H,512340.5,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
12573,IDX402,9J,512340.5,9J,ENGKEL 15T 28M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
12581,IDX402,GD,512340.5,GD,ENGKEL 12T 23M3,12000,23000000,10.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,Jumbo,20 to 32,2050,24-30,2.0,1000.0,60.0
9711,IDS044,9G,515443.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
11929,IDX359,9G,515900.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
11930,IDX359,9H,515900.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
11932,IDX359,9J,515900.0,9J,ENGKEL 15T 28M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
11942,IDX359,GD,515900.0,GD,ENGKEL 12T 23M3,12000,23000000,10.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,Jumbo,20 to 32,2050,24-30,2.0,1000.0,60.0
11624,IDW184,9A,516095.0,9A,COLT 5000KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
11625,IDW184,9B,516095.0,9B,COLT 6100KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
11626,IDW184,9C,516095.0,9C,COLT 6100KG 12M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
11627,IDW184,9G,516095.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
11628,IDW184,9I,516095.0,9I,Small Van,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
11629,IDW184,9J,516095.0,9J,ENGKEL 15T 28M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
11630,IDW184,9K,516095.0,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
11631,IDW184,9L,516095.0,9L,JUMBO 20T 50M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
11632,IDW184,9N,516095.0,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
11633,IDW184,9P,516095.0,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
11634,IDW184,9Q,516095.0,9Q,TRONTON 16T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
11635,IDW184,9R,516095.0,9R,TRONTON 16T 32M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
11636,IDW184,9S,516095.0,9S,VAN 3000KG 5M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
11637,IDW184,9T,516095.0,9T,VAN 3000KG 7M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
3324,IDA438,9U,517171.5,9U,PANTHER 1500KG 2M3,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,,,,,,,,,
8661,IDP217,9A,519590.0,9A,COLT 5000KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
8662,IDP217,9B,519590.0,9B,COLT 6100KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
8663,IDP217,9C,519590.0,9C,COLT 6100KG 12M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
8664,IDP217,9G,519590.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
8665,IDP217,9H,519590.0,9H,ENGKEL 12T 24M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
8666,IDP217,9I,519590.0,9I,Small Van,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
8667,IDP217,9J,519590.0,9J,ENGKEL 15T 28M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
8668,IDP217,9K,519590.0,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
8669,IDP217,9L,519590.0,9L,JUMBO 20T 50M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
8670,IDP217,9N,519590.0,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
8671,IDP217,9P,519590.0,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
8672,IDP217,9Q,519590.0,9Q,TRONTON 16T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
8673,IDP217,9R,519590.0,9R,TRONTON 16T 32M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
8674,IDP217,9S,519590.0,9S,VAN 3000KG 5M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
8675,IDP217,9T,519590.0,9T,VAN 3000KG 7M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
8676,IDP217,GD,519590.0,GD,ENGKEL 12T 23M3,12000,23000000,10.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,Jumbo,20 to 32,2050,24-30,2.0,1000.0,60.0
8677,IDP217,GE,519590.0,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
6158,IDJ050,9A,521168.0,9A,COLT 5000KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
3445,IDA460,GL,521606.6,GL,Shuttle BOF,20000,40000000,12.0,Land,Articulated Truck 7.5t-33t,Ambient,Large,,,Java,GT, Jumbo,,,,
3339,IDA439,9U,523292.25,9U,PANTHER 1500KG 2M3,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,,,,,,,,,
11926,IDX359,9A,523756.0,9A,COLT 5000KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
11927,IDX359,9B,523756.0,9B,COLT 6100KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
11928,IDX359,9C,523756.0,9C,COLT 6100KG 12M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
11931,IDX359,9I,523756.0,9I,Small Van,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
11939,IDX359,9S,523756.0,9S,VAN 3000KG 5M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
11940,IDX359,9T,523756.0,9T,VAN 3000KG 7M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
11941,IDX359,GC,523756.0,GC,COLT 5T 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,Tronton,10 to 15,1500,16-20,,,
12397,IDX385,9A,523756.0,9A,COLT 5000KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
12398,IDX385,9B,523756.0,9B,COLT 6100KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
12399,IDX385,9C,523756.0,9C,COLT 6100KG 12M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
12412,IDX385,GC,523756.0,GC,COLT 5T 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,Tronton,10 to 15,1500,16-20,,,
10514,IDSG06,9A,525000.0,9A,COLT 5000KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
10515,IDSG06,9B,525000.0,9B,COLT 6100KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
10516,IDSG06,9C,525000.0,9C,COLT 6100KG 12M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
4443,IDFW25,9U,525809.0,9U,PANTHER 1500KG 2M3,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,,,,,,,,,
4456,IDFW27,9U,525809.0,9U,PANTHER 1500KG 2M3,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,,,,,,,,,
4535,IDFW56,9U,525809.0,9U,PANTHER 1500KG 2M3,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,,,,,,,,,
4547,IDFW58,9U,525809.0,9U,PANTHER 1500KG 2M3,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,,,,,,,,,
1329,IDA152,9U,525817.0,9U,PANTHER 1500KG 2M3,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,,,,,,,,,
3305,IDA437,9I,525895.0,9I,Small Van,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
3310,IDA437,9U,526209.5,9U,PANTHER 1500KG 2M3,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,,,,,,,,,
11880,IDX035,9A,526949.0,9A,COLT 5000KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
11881,IDX035,9B,526949.0,9B,COLT 6100KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
11882,IDX035,9C,526949.0,9C,COLT 6100KG 12M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
11894,IDX035,GC,526949.0,GC,COLT 5T 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,Tronton,10 to 15,1500,16-20,,,
11899,IDX035,HR,526949.0,HR,IC RORO 14 PALLET,15000,35000000,14.0,Sea,Ro-Ro Cargo,Refrigerated,Medium,,,,,,,,,
12568,IDX402,9A,528186.0,9A,COLT 5000KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
12569,IDX402,9B,528186.0,9B,COLT 6100KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
12570,IDX402,9C,528186.0,9C,COLT 6100KG 12M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
12580,IDX402,GC,528186.0,GC,COLT 5T 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,Tronton,10 to 15,1500,16-20,,,
11572,IDW180,HQ,528683.0,HQ,IC RORO 12 PALLET,12000,25000000,12.0,Sea,Ro-Ro Cargo,Refrigerated,Medium,,,,,,,,,
4340,IDFW05,9U,529105.0,9U,PANTHER 1500KG 2M3,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,,,,,,,,,
4505,IDFW51,9U,529105.0,9U,PANTHER 1500KG 2M3,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,,,,,,,,,
4166,IDA921,9U,529113.0,9U,PANTHER 1500KG 2M3,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,,,,,,,,,
4623,IDFW91,9U,529113.0,9U,PANTHER 1500KG 2M3,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,,,,,,,,,
1484,IDA160,9U,529131.0,9U,PANTHER 1500KG 2M3,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,,,,,,,,,
3637,IDA495,9U,529131.0,9U,PANTHER 1500KG 2M3,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,,,,,,,,,
11675,IDW188,9A,531106.0,9A,COLT 5000KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
11676,IDW188,9B,531106.0,9B,COLT 6100KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
11677,IDW188,9C,531106.0,9C,COLT 6100KG 12M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
11678,IDW188,9G,531106.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
11679,IDW188,9I,531106.0,9I,Small Van,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
11680,IDW188,9J,531106.0,9J,ENGKEL 15T 28M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
11681,IDW188,9K,531106.0,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
11682,IDW188,9L,531106.0,9L,JUMBO 20T 50M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
11683,IDW188,9N,531106.0,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
11684,IDW188,9P,531106.0,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
11685,IDW188,9Q,531106.0,9Q,TRONTON 16T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
11686,IDW188,9R,531106.0,9R,TRONTON 16T 32M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
11687,IDW188,9S,531106.0,9S,VAN 3000KG 5M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
11688,IDW188,9T,531106.0,9T,VAN 3000KG 7M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
12620,INB014,9K,533716.0,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
1352,IDA153,GB,535437.5,GB,VAN 3T 5M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,Engkel ,12,1000,10-18,,,
8245,IDO017,GB,539138.0,GB,VAN 3T 5M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,Engkel ,12,1000,10-18,,,
4581,IDFW76,9U,539571.0,9U,PANTHER 1500KG 2M3,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,,,,,,,,,
6178,IDJ051,9B,540034.0,9B,COLT 6100KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
6179,IDJ051,9C,540034.0,9C,COLT 6100KG 12M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
98,IDA009,9U,542870.6666666666,9U,PANTHER 1500KG 2M3,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,,,,,,,,,
54,IDA003,9U,543462.6666666666,9U,PANTHER 1500KG 2M3,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,,,,,,,,,
1396,IDA155,9U,544039.0,9U,PANTHER 1500KG 2M3,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,,,,,,,,,
10098,IDS282,9A,544368.4,9A,COLT 5000KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
10099,IDS282,9B,544368.4,9B,COLT 6100KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
10100,IDS282,9C,544368.4,9C,COLT 6100KG 12M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
1309,IDA151,GD,545000.0,GD,ENGKEL 12T 23M3,12000,23000000,10.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,Jumbo,20 to 32,2050,24-30,2.0,1000.0,60.0
8243,IDO017,9S,545348.0,9S,VAN 3000KG 5M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
6191,IDJ051,GC,547267.3333333334,GC,COLT 5T 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,Tronton,10 to 15,1500,16-20,,,
4333,IDFW04,9S,548856.0,9S,VAN 3000KG 5M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
4345,IDFW06,9S,548856.0,9S,VAN 3000KG 5M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
4510,IDFW52,9S,548856.0,9S,VAN 3000KG 5M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
4552,IDFW59,9S,548856.0,9S,VAN 3000KG 5M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
243,IDA020,9U,550864.6666666666,9U,PANTHER 1500KG 2M3,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,,,,,,,,,
9382,IDR230,9A,551373.0,9A,COLT 5000KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
9383,IDR230,9B,551373.0,9B,COLT 6100KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
9384,IDR230,9C,551373.0,9C,COLT 6100KG 12M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
9385,IDR230,9G,551373.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
9386,IDR230,9I,551373.0,9I,Small Van,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
9387,IDR230,9J,551373.0,9J,ENGKEL 15T 28M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
9388,IDR230,9K,551373.0,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
9389,IDR230,9L,551373.0,9L,JUMBO 20T 50M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
9390,IDR230,9N,551373.0,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
9391,IDR230,9P,551373.0,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
9392,IDR230,9Q,551373.0,9Q,TRONTON 16T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
9393,IDR230,9R,551373.0,9R,TRONTON 16T 32M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
9394,IDR230,9S,551373.0,9S,VAN 3000KG 5M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
9395,IDR230,9T,551373.0,9T,VAN 3000KG 7M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
8228,IDO015,GB,551558.0,GB,VAN 3T 5M3,3000,5000000,4.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,Engkel ,12,1000,10-18,,,
48,IDA003,9I,551932.0,9I,Small Van,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,,,,,,,
55,IDA003,GA,551932.0,GA,SMALL VAN 1T 3M3,1000,3000000,2.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Small Van,,Colt,5,500,8,,,
