,Route,Sh,Amount,Shipping Type Code,Shipping Type Description,Weight,Vol,Vehicle Pallet Capacity (Pallet floor space),MoT,Vehicle Classification,Temp,Truck Size,Truck Type Short Form,Unnamed: 10,Truck Type,Weight Tons,Case Capacity,Pallet,Loose Case Loading/Unloading  Time (hr),Loose Case Loadiong /Unloading producivity (case/hr),Pallet Unloading producivity (Pallets/Hr)
10401,IDS309,9P,5932206.0,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
10402,IDS309,9Q,5932206.0,9Q,TRONTON 16T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
10403,IDS309,9R,5932206.0,9R,TRONTON 16T 32M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
2905,IDA387,9R,5940000.0,9R,TRONTON 16T 32M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
4359,IDFW09,9G,5947490.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
2093,IDA301,9N,5948386.25,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
2094,IDA301,9P,5948386.25,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
2146,IDA305,9Q,5950000.0,9Q,TRONTON 16T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
2171,IDA307,9Q,5950000.0,9Q,TRONTON 16T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
3096,IDA398,9Q,5950000.0,9Q,TRONTON 16T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
5505,IDIC24,9Y,5952263.833333333,9Y,IC JUMBO 15T 30M3,15000,30000000,24.0,Land,Rigid Truck 7.5 - 17 t,Refrigerated,Medium,Jumbo,,,,,,,,
5507,IDIC24,GR,5952263.833333333,GR,IC 12PALLET JUMBO,12000,25000000,12.0,Land,Rigid Truck 7.5 - 17 t,Refrigerated,Medium,Jumbo,,,,,,,,
2041,IDA296,GE,5956440.9,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
8950,IDPL16,9A,5960500.0,9A,COLT 5000KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
8951,IDPL16,9B,5960500.0,9B,COLT 6100KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
8952,IDPL16,9C,5960500.0,9C,COLT 6100KG 12M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
4131,IDA914,GE,5975000.0,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
7755,IDJ421,9K,5975893.5,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
7759,IDJ421,GF,5975893.5,GF,JUMBO 20T 40M3,20000,40000000,16.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,40ft container,26,4000,20,,,
2322,IDA320,GE,5976796.363636363,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
5605,IDIC35,9Y,5977915.833333333,9Y,IC JUMBO 15T 30M3,15000,30000000,24.0,Land,Rigid Truck 7.5 - 17 t,Refrigerated,Medium,Jumbo,,,,,,,,
5198,IDI132,9Y,5980531.0,9Y,IC JUMBO 15T 30M3,15000,30000000,24.0,Land,Rigid Truck 7.5 - 17 t,Refrigerated,Medium,Jumbo,,,,,,,,
5200,IDI132,GR,5980531.0,GR,IC 12PALLET JUMBO,12000,25000000,12.0,Land,Rigid Truck 7.5 - 17 t,Refrigerated,Medium,Jumbo,,,,,,,,
4405,IDFW17,9N,5980652.0,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
6596,IDJ220,9J,5981831.5,9J,ENGKEL 15T 28M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
5881,IDIC79,9W,5988893.0,9W,IC TRONTON - 12T 25M,12000,25000000,14.0,Land,Rigid Truck 7.5 - 17 t,Refrigerated,Medium,Tronton,,,,,,,,
2319,IDA320,9N,5989146.666666667,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
2320,IDA320,9P,5989146.666666667,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
22,IDA002,9D,6000000.0,9D,CONTAINER 18T 28M3,18000,28000000,12.0,Sea,Container Ocean 20',Ambient,Large,20ft Container,,,,,,,,
23,IDA002,9E,6000000.0,9E,CONTAINER 18T 30M3,18000,28000000,12.0,Sea,Container Ocean 20',Ambient,Large,20ft Container,,,,,,,,
40,IDA002,GH,6000000.0,GH,"CONTAINER 20""",18000,28000000,12.0,Sea,Container Ocean 20',Ambient,Large,20ft Container,,,,,,,,
45,IDA003,9E,6000000.0,9E,CONTAINER 18T 30M3,18000,28000000,12.0,Sea,Container Ocean 20',Ambient,Large,20ft Container,,,,,,,,
233,IDA020,9D,6000000.0,9D,CONTAINER 18T 28M3,18000,28000000,12.0,Sea,Container Ocean 20',Ambient,Large,20ft Container,,,,,,,,
234,IDA020,9E,6000000.0,9E,CONTAINER 18T 30M3,18000,28000000,12.0,Sea,Container Ocean 20',Ambient,Large,20ft Container,,,,,,,,
250,IDA020,GH,6000000.0,GH,"CONTAINER 20""",18000,28000000,12.0,Sea,Container Ocean 20',Ambient,Large,20ft Container,,,,,,,,
1584,IDA170,9L,6000000.0,9L,JUMBO 20T 50M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
1629,IDA175,9L,6000000.0,9L,JUMBO 20T 50M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
1638,IDA176,9L,6000000.0,9L,JUMBO 20T 50M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
2365,IDA324,9Q,6000000.0,9Q,TRONTON 16T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
3283,IDA436,9D,6000000.0,9D,CONTAINER 18T 28M3,18000,28000000,12.0,Sea,Container Ocean 20',Ambient,Large,20ft Container,,,,,,,,
3284,IDA436,9E,6000000.0,9E,CONTAINER 18T 30M3,18000,28000000,12.0,Sea,Container Ocean 20',Ambient,Large,20ft Container,,,,,,,,
3299,IDA436,GH,6000000.0,GH,"CONTAINER 20""",18000,28000000,12.0,Sea,Container Ocean 20',Ambient,Large,20ft Container,,,,,,,,
9356,IDQ304,GF,6000000.0,GF,JUMBO 20T 40M3,20000,40000000,16.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,40ft container,26,4000,20,,,
2443,IDA342,GF,6000811.166666667,GF,JUMBO 20T 40M3,20000,40000000,16.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,40ft container,26,4000,20,,,
2438,IDA342,9K,6006741.235294118,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
7713,IDJ407,9D,6012500.0,9D,CONTAINER 18T 28M3,18000,28000000,12.0,Sea,Container Ocean 20',Ambient,Large,20ft Container,,,,,,,,
2132,IDA304,9N,6014315.6,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
2133,IDA304,9P,6014315.6,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
6095,IDJ025,9N,6014619.333333333,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
6096,IDJ025,9P,6014619.333333333,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
5526,IDIC26,9Y,6015165.833333333,9Y,IC JUMBO 15T 30M3,15000,30000000,24.0,Land,Rigid Truck 7.5 - 17 t,Refrigerated,Medium,Jumbo,,,,,,,,
5528,IDIC26,GR,6015165.833333333,GR,IC 12PALLET JUMBO,12000,25000000,12.0,Land,Rigid Truck 7.5 - 17 t,Refrigerated,Medium,Jumbo,,,,,,,,
2169,IDA307,9N,6016272.166666667,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
2170,IDA307,9P,6016272.166666667,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
2207,IDA310,GE,6018527.0,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
5917,IDIC84,9W,6024003.666666667,9W,IC TRONTON - 12T 25M,12000,25000000,14.0,Land,Rigid Truck 7.5 - 17 t,Refrigerated,Medium,Tronton,,,,,,,,
5920,IDIC84,GQ,6024003.666666667,GQ,IC 10PALLET TRONTON,10000,20000000,10.0,Land,Rigid Truck 7.5 - 17 t,Refrigerated,Medium,Tronton,,,,,,,,
287,IDA027,9G,6026897.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
5034,IDI065,9W,6030973.75,9W,IC TRONTON - 12T 25M,12000,25000000,14.0,Land,Rigid Truck 7.5 - 17 t,Refrigerated,Medium,Tronton,,,,,,,,
5036,IDI065,GQ,6030973.75,GQ,IC 10PALLET TRONTON,10000,20000000,10.0,Land,Rigid Truck 7.5 - 17 t,Refrigerated,Medium,Tronton,,,,,,,,
2134,IDA304,GE,6032572.888888889,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
2172,IDA307,GE,6035933.2727272725,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
405,IDA044,9A,6040252.0,9A,COLT 5000KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
2501,IDA346,9R,6050000.0,9R,TRONTON 16T 32M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
2654,IDA354,9R,6050000.0,9R,TRONTON 16T 32M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
2836,IDA383,9R,6050000.0,9R,TRONTON 16T 32M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
2254,IDA314,9N,6057431.181818182,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
5496,IDIC23,GR,6058484.0,GR,IC 12PALLET JUMBO,12000,25000000,12.0,Land,Rigid Truck 7.5 - 17 t,Refrigerated,Medium,Jumbo,,,,,,,,
3039,IDA394,GE,6062630.583333333,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
5944,IDIC88,GQ,6072607.375,GQ,IC 10PALLET TRONTON,10000,20000000,10.0,Land,Rigid Truck 7.5 - 17 t,Refrigerated,Medium,Tronton,,,,,,,,
3173,IDA417,GE,6073498.25,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
6698,IDJ230,9J,6078663.0,9J,ENGKEL 15T 28M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
6723,IDJ232,9J,6078663.0,9J,ENGKEL 15T 28M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
5216,IDI180,9K,6080000.0,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
3241,IDA426,9K,6081310.95,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
5855,IDIC73,9W,6084442.0,9W,IC TRONTON - 12T 25M,12000,25000000,14.0,Land,Rigid Truck 7.5 - 17 t,Refrigerated,Medium,Tronton,,,,,,,,
3067,IDA396,9K,6091738.333333333,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
3071,IDA396,GF,6091738.333333333,GF,JUMBO 20T 40M3,20000,40000000,16.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,40ft container,26,4000,20,,,
11410,IDV332,GN,6092753.0,GN,"EXP IC CONTAINER 20""",18000,28000000,9.0,Sea,Container Ocean 20',Refrigerated,Large,20ft Container,,,,,,,,
2095,IDA301,9Q,6100000.0,9Q,TRONTON 16T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
2108,IDA302,9Q,6100000.0,9Q,TRONTON 16T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
2218,IDA311,9Q,6100000.0,9Q,TRONTON 16T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
2732,IDA359,9L,6100089.666666667,9L,JUMBO 20T 50M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
2230,IDA312,9N,6106242.363636363,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
5841,IDIC70,9Y,6111029.4,9Y,IC JUMBO 15T 30M3,15000,30000000,24.0,Land,Rigid Truck 7.5 - 17 t,Refrigerated,Medium,Jumbo,,,,,,,,
5843,IDIC70,GR,6111029.4,GR,IC 12PALLET JUMBO,12000,25000000,12.0,Land,Rigid Truck 7.5 - 17 t,Refrigerated,Medium,Jumbo,,,,,,,,
3171,IDA417,9N,6112569.428571428,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
3172,IDA417,9P,6112569.428571428,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
4398,IDFW16,9K,6114428.0,9K,JUMBO 20T 40M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
2432,IDA341,GF,6114641.411764706,GF,JUMBO 20T 40M3,20000,40000000,16.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,40ft container,26,4000,20,,,
2574,IDA350,GF,6120337.833333333,GF,JUMBO 20T 40M3,20000,40000000,16.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,40ft container,26,4000,20,,,
5093,IDI076,9Y,6124036.666666667,9Y,IC JUMBO 15T 30M3,15000,30000000,24.0,Land,Rigid Truck 7.5 - 17 t,Refrigerated,Medium,Jumbo,,,,,,,,
5095,IDI076,GR,6124036.666666667,GR,IC 12PALLET JUMBO,12000,25000000,12.0,Land,Rigid Truck 7.5 - 17 t,Refrigerated,Medium,Jumbo,,,,,,,,
2144,IDA305,9N,6124554.916666667,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
2145,IDA305,9P,6124554.916666667,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
5493,IDIC23,9Y,6139927.5,9Y,IC JUMBO 15T 30M3,15000,30000000,24.0,Land,Rigid Truck 7.5 - 17 t,Refrigerated,Medium,Jumbo,,,,,,,,
5224,IDI181,GQ,6150000.0,GQ,IC 10PALLET TRONTON,10000,20000000,10.0,Land,Rigid Truck 7.5 - 17 t,Refrigerated,Medium,Tronton,,,,,,,,
5247,IDI203,9W,6150274.0,9W,IC TRONTON - 12T 25M,12000,25000000,14.0,Land,Rigid Truck 7.5 - 17 t,Refrigerated,Medium,Tronton,,,,,,,,
5248,IDI203,GQ,6150274.0,GQ,IC 10PALLET TRONTON,10000,20000000,10.0,Land,Rigid Truck 7.5 - 17 t,Refrigerated,Medium,Tronton,,,,,,,,
3383,IDA442,9N,6153619.666666667,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
2147,IDA305,GE,6154059.909090909,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
2194,IDA309,9N,6159307.818181818,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
2349,IDA323,9L,6171485.4,9L,JUMBO 20T 50M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
2569,IDA350,9L,6173910.666666667,9L,JUMBO 20T 50M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
2632,IDA353,9Q,6175346.5,9Q,TRONTON 16T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
3055,IDA395,9Q,6175346.5,9Q,TRONTON 16T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
2256,IDA314,GE,6175674.3,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
198,IDA017,9G,6181995.0,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
3255,IDA429,GF,6182584.5,GF,JUMBO 20T 40M3,20000,40000000,16.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,40ft container,26,4000,20,,,
5396,IDIC11,9W,6183740.5,9W,IC TRONTON - 12T 25M,12000,25000000,14.0,Land,Rigid Truck 7.5 - 17 t,Refrigerated,Medium,Tronton,,,,,,,,
6028,IDJ017,9N,6185186.0,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
6029,IDJ017,9P,6185186.0,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
6031,IDJ017,GE,6185186.0,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
6098,IDJ025,GE,6185186.0,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
2255,IDA314,9P,6194311.916666667,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
5941,IDIC88,9W,6198445.4,9W,IC TRONTON - 12T 25M,12000,25000000,14.0,Land,Rigid Truck 7.5 - 17 t,Refrigerated,Medium,Tronton,,,,,,,,
2321,IDA320,9Q,6200000.0,9Q,TRONTON 16T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
2231,IDA312,9P,6201555.5,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
3483,IDA467,9N,6202091.444444444,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
3484,IDA467,9P,6202091.444444444,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
3562,IDA484,9L,6202969.5,9L,JUMBO 20T 50M3,20000,40000000,24.0,Land,Rigid Truck > 17 t,Ambient,Large,Jumbo,,,,,,,,
5904,IDIC82,9W,6206071.25,9W,IC TRONTON - 12T 25M,12000,25000000,14.0,Land,Rigid Truck 7.5 - 17 t,Refrigerated,Medium,Tronton,,,,,,,,
8823,IDPL01,9A,6208265.666666667,9A,COLT 5000KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
8824,IDPL01,9B,6208265.666666667,9B,COLT 6100KG 10M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
8825,IDPL01,9C,6208265.666666667,9C,COLT 6100KG 12M3,5000,10000000,8.0,Land,Rigid Truck 3.5 - 7.5 t,Ambient,Small,Colt,,,,,,,,
8683,IDP218,9N,6210542.0,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
8684,IDP218,9P,6210542.0,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
8685,IDP218,9Q,6210542.0,9Q,TRONTON 16T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
8686,IDP218,9R,6210542.0,9R,TRONTON 16T 32M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
8689,IDP218,GE,6210542.0,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
2999,IDA392,9R,6215000.0,9R,TRONTON 16T 32M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
2232,IDA312,GE,6217606.0,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
883,IDA096,9D,6221333.333333333,9D,CONTAINER 18T 28M3,18000,28000000,12.0,Sea,Container Ocean 20',Ambient,Large,20ft Container,,,,,,,,
898,IDA096,GJ,6221333.333333333,GJ,"RAIL CONTAINER 20"" ",22000,28000000,12.0,Rail,Diesel Train,Ambient,Large,20ft Container,,outer island ,MT,van / CDD,,,,
2102,IDA302,9E,6227000.0,9E,CONTAINER 18T 30M3,18000,28000000,12.0,Sea,Container Ocean 20',Ambient,Large,20ft Container,,,,,,,,
3487,IDA467,GE,6232510.571428572,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
2294,IDA318,9N,6239897.0,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
2295,IDA318,9P,6239897.0,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
2297,IDA318,GE,6239897.0,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
2165,IDA307,9E,6242750.0,9E,CONTAINER 18T 30M3,18000,28000000,12.0,Sea,Container Ocean 20',Ambient,Large,20ft Container,,,,,,,,
3565,IDA484,GE,6244640.666666667,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
3384,IDA442,9P,6248257.7,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
3385,IDA442,GE,6248257.7,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
3094,IDA398,9N,6251913.6,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
3095,IDA398,9P,6251913.6,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
3097,IDA398,GE,6251913.6,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
2242,IDA313,9N,6252283.9,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
2243,IDA313,9P,6252283.9,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
2196,IDA309,GE,6255238.6,GE,TRONTON 15T 30M3,15000,30000000,14.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,20ft contaienr,20,1500,12,,,
4417,IDFW21,9G,6264403.5,9G,ENGKEL 12T 23M3,12000,23000000,18.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Engkel,,,,,,,,
3563,IDA484,9N,6265114.142857143,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
3564,IDA484,9P,6265114.142857143,9P,TRONTON 15T 30M3,15000,30000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
5907,IDIC82,GQ,6265164.857142857,GQ,IC 10PALLET TRONTON,10000,20000000,10.0,Land,Rigid Truck 7.5 - 17 t,Refrigerated,Medium,Tronton,,,,,,,,
1585,IDA170,9N,6285475.666666667,9N,TRONTON 15T 28M3,15000,28000000,20.0,Land,Rigid Truck 7.5 - 17 t,Ambient,Medium,Tronton,,,,,,,,
