Index,Route,MoT,Temp,BaseCost,Volume,Check in Date,Weight,OldShipmentCount,netVol,netWeight,New_SH,New_BC,NewShipmentCount,Savings
6030,IDA092,Land,Ambient,3700000,39999897.8,2017-02-07,15825.0,1,39999897.8,15825.0,,,,nan
6031,IDA094,Land,Ambient,2700000,38294440.88,2017-02-07,12663.0,1,38294440.88,12663.0,,,,nan
6032,IDA101,Land,Ambient,3021493,29996151.01,2017-02-07,11180.0,1,29996151.01,11180.0,,,,nan
6033,IDA105,Land,Ambient,7636800,39779121.74,2017-02-07,14209.0,1,39779121.74,14209.0,,,,nan
6034,IDA141,Land,Ambient,15575222,38734274.62,2017-02-07,13057.0,1,38734274.62,13057.0,,,,nan
6035,IDA157,Land,Ambient,1693660,39995865.9,2017-02-07,16869.0,1,39995865.9,16869.0,,,,nan
6036,IDA167,Land,Ambient,7050000,37895176.66,2017-02-07,13248.0,1,37895176.66,13248.0,,,,nan
6037,IDA170,Land,Ambient,6000000,39998631.0,2017-02-07,17380.0,1,39998631.0,17380.0,,,,nan
6038,IDA173,Land,Ambient,15403590,39988812.71,2017-02-07,15225.0,1,39988812.71,15225.0,,,,nan
6039,IDA174,Land,Ambient,7236917,39999470.01,2017-02-07,15551.0,1,39999470.01,15551.0,,,,nan
6040,IDA178,Land,Ambient,6850000,29359783.45,2017-02-07,11732.0,1,29359783.45,11732.0,,,,nan
6041,IDA193,Sea,Ambient,8000000,27994616.11,2017-02-07,10411.0,1,27994616.11,10411.0,,,,nan
6042,IDA220,Land,Ambient,12427930,39997674.55,2017-02-07,14951.0,1,39997674.55,14951.0,,,,nan
6043,IDA231,Land,Ambient,28998491,39980013.18,2017-02-07,17074.0,1,39980013.18,17074.0,,,,nan
6044,IDA251,Sea,Ambient,7982520,27989129.11,2017-02-07,8488.0,1,27989129.11,8488.0,,,,nan
6045,IDA282,Land,Ambient,9968481,38976843.7,2017-02-07,17630.0,1,38976843.7,17630.0,,,,nan
6046,IDA294,Land,Ambient,5250000,39997605.93,2017-02-07,14641.0,1,39997605.93,14641.0,,,,nan
6047,IDA298,Land,Ambient,8850000,29280352.52,2017-02-07,8570.0,1,29280352.52,8570.0,,,,nan
6048,IDA305,Land,Ambient,7160000,39999000.0,2017-02-07,15668.0,1,39999000.0,15668.0,,,,nan
6049,IDA305,Sea,Ambient,9575000,27971782.6,2017-02-07,9515.0,1,27971782.6,9515.0,,,,nan
6050,IDA312,Land,Ambient,6485481,39512914.84,2017-02-07,12506.0,1,39512914.84,12506.0,,,,nan
6051,IDA320,Land,Ambient,5700000,39585482.92,2017-02-07,15808.0,1,39585482.92,15808.0,,,,nan
6052,IDA320,Sea,Ambient,5500000,27892945.27,2017-02-07,9686.0,1,27892945.27,9686.0,,,,nan
6053,IDA321,Land,Ambient,8518912,39997089.26,2017-02-07,13795.0,1,39997089.26,13795.0,,,,nan
6054,IDA323,Land,Ambient,5766672,39992395.47,2017-02-07,15998.0,1,39992395.47,15998.0,,,,nan
6055,IDA343,Land,Ambient,4100676,39998591.23,2017-02-07,16086.0,1,39998591.23,16086.0,,,,nan
6056,IDA347,Land,Ambient,4565000,29997017.03,2017-02-07,11385.0,1,29997017.03,11385.0,,,,nan
6057,IDA349,Land,Ambient,3805543,39492247.69,2017-02-07,13783.0,1,39492247.69,13783.0,,,,nan
6058,IDA388,Land,Ambient,5300000,39999901.97,2017-02-07,16418.0,1,39999901.97,16418.0,,,,nan
6059,IDA393,Land,Ambient,4100676,39999580.67,2017-02-07,16583.0,1,39999580.67,16583.0,,,,nan
6060,IDA411,Sea,Ambient,16635000,64997798.42,2017-02-07,23357.0,1,64997798.42,23357.0,,,,nan
6061,IDA413,Sea,Ambient,9400000,27995785.69,2017-02-07,9841.0,1,27995785.69,9841.0,,,,nan
6062,IDA418,Land,Ambient,1224328,9997107.64,2017-02-07,3854.0,1,9997107.64,3854.0,,,,nan
6063,IDA420,Land,Ambient,5250000,39453877.58,2017-02-07,13848.0,1,39453877.58,13848.0,,,,nan
6064,IDA429,Land,Ambient,9111309,38557655.6,2017-02-07,14707.0,1,38557655.6,14707.0,,,,nan
6065,IDA437,Land,Ambient,1713044,28364113.52,2017-02-07,18549.0,1,28364113.52,18549.0,,,,nan
6066,IDA439,Land,Ambient,1892208,35750290.31,2017-02-07,13957.0,1,35750290.31,13957.0,,,,nan
6067,IDA440,Land,Ambient,2665964,28500026.77,2017-02-07,17222.0,1,28500026.77,17222.0,,,,nan
6068,IDA445,Land,Ambient,1297971,9995248.009,2017-02-07,3442.0,1,9995248.009,3442.0,,,,nan
6069,IDA508,Land,Ambient,4547515,29997415.57,2017-02-07,12082.0,1,29997415.57,12082.0,,,,nan
6070,IDA813,Land,Ambient,1283703,29999677.64,2017-02-07,7976.0,1,29999677.64,7976.0,,,,nan
6071,IDA922,Land,Ambient,2899861,29999439.45,2017-02-07,11013.0,1,29999439.45,11013.0,,,,nan
6072,IDA940,Sea,Ambient,21335000,64994656.05,2017-02-07,22680.0,1,64994656.05,22680.0,,,,nan
6073,IDJ017,Sea,Ambient,5136624,13163738.22,2017-02-07,5680.0,1,13163738.22,5680.0,,,,nan
6074,IDJ021,Sea,Ambient,2067394,16357361.58,2017-02-07,5767.0,1,16357361.58,5767.0,,,,nan
6075,IDJ023,Sea,Ambient,1718619,13454823.96,2017-02-07,5974.0,1,13454823.96,5974.0,,,,nan
6076,IDJ025,Land,Ambient,7399165,32377505.5,2017-02-07,12608.0,1,32377505.5,12608.0,,,,nan
6077,IDJ074,Land,Ambient,6594584,39996336.39,2017-02-07,16846.0,1,39996336.39,16846.0,,,,nan
6078,IDJ082,Sea,Ambient,6500000,27639658.08,2017-02-07,17989.0,1,27639658.08,17989.0,,,,nan
6079,IDJ089,Sea,Ambient,8000000,27012994.93,2017-02-07,17641.0,1,27012994.93,17641.0,,,,nan
6080,IDJ134,Sea,Ambient,15697800,27993156.25,2017-02-07,9465.0,1,27993156.25,9465.0,,,,nan
6081,IDJ137,Land,Ambient,9460180,21845885.42,2017-02-07,10182.0,1,21845885.42,10182.0,,,,nan
6082,IDJ142,Sea,Ambient,67215000,27222615.79,2017-02-07,10229.0,1,27222615.79,10229.0,,,,nan
6083,IDJ154,Land,Ambient,4502431,29432237.45,2017-02-07,13055.0,1,29432237.45,13055.0,,,,nan
6084,IDJ221,Land,Ambient,25644251,29993150.72,2017-02-07,11305.0,1,29993150.72,11305.0,,,,nan
6085,IDJ229,Land,Ambient,23871600,27909177.31,2017-02-07,11807.0,1,27909177.31,11807.0,,,,nan
6086,IDJ299,Land,Ambient,1300099,9988708.564,2017-02-07,4989.0,1,9988708.564,4989.0,,,,nan
6087,IDJ301,Land,Ambient,595687,9828103.318,2017-02-07,4336.0,1,9828103.318,4336.0,,,,nan
6088,IDJ304,Land,Ambient,1011931,9874016.921,2017-02-07,4594.0,1,9874016.921,4594.0,,,,nan
6089,IDJ312,Land,Ambient,926725,9993098.427000001,2017-02-07,4504.0,1,9993098.427000001,4504.0,,,,nan
6090,IDJ316,Land,Ambient,969235,9989765.49,2017-02-07,4136.0,1,9989765.49,4136.0,,,,nan
6091,IDJ317,Land,Ambient,1080235,9998990.749,2017-02-07,4326.0,1,9998990.749,4326.0,,,,nan
6092,IDJ324,Land,Ambient,1181624,9992022.691,2017-02-07,3433.0,1,9992022.691,3433.0,,,,nan
6093,IDJ330,Sea,Ambient,21077223,27995752.59,2017-02-07,11137.0,1,27995752.59,11137.0,,,,nan
6094,IDA005,Sea,Ambient,7400000,27988560.07,2017-02-08,11169.0,1,27988560.07,11169.0,,,,nan
6095,IDA019,Land,Ambient,987747,1622306.58,2017-02-08,732.0,1,1622306.58,732.0,,,,nan
6096,IDA027,Land,Ambient,6026897,13507742.83,2017-02-08,6740.0,1,13507742.83,6740.0,,,,nan
6097,IDA028,Land,Ambient,10549944,41626295.4,2017-02-08,17868.0,1,41626295.4,17868.0,,,,nan
6098,IDA032,Land,Ambient,3832390,16271104.13,2017-02-08,8498.0,1,16271104.13,8498.0,,,,nan
6099,IDA043,Land,Ambient,5600000,36918893.45,2017-02-08,17734.0,1,36918893.45,17734.0,,,,nan
6100,IDA044,Land,Ambient,13745790,40769904.54,2017-02-08,18723.0,1,40769904.54,18723.0,,,,nan
6101,IDA061,Land,Ambient,711508,6357344.252,2017-02-08,2569.0,1,6357344.252,2569.0,,,,nan
6102,IDA074,Land,Ambient,11798819,27069786.88,2017-02-08,19999.0,1,27069786.88,19999.0,,,,nan
6103,IDA091,Sea,Ambient,15057000,54569428.41,2017-02-08,21322.0,1,54569428.41,21322.0,,,,nan
6104,IDA092,Land,Ambient,3700000,39435157.33,2017-02-08,18177.0,1,39435157.33,18177.0,,,,nan
6105,IDA094,Land,Ambient,3117984,29997865.98,2017-02-08,12886.0,1,29997865.98,12886.0,,,,nan
6106,IDA098,Land,Ambient,3950000,39999663.43,2017-02-08,14722.0,1,39999663.43,14722.0,,,,nan
6107,IDA098,Sea,Ambient,18652500,54967028.89,2017-02-08,22635.0,1,54967028.89,22635.0,,,,nan
6108,IDA103,Land,Ambient,4182750,29998111.3,2017-02-08,11930.0,1,29998111.3,11930.0,,,,nan
6109,IDA152,Land,Ambient,2268142,39994000.0,2017-02-08,18744.0,1,39994000.0,18744.0,,,,nan
6110,IDA165,Land,Ambient,1300000,9999776.735,2017-02-08,3661.0,1,9999776.735,3661.0,,,,nan
6111,IDA172,Land,Ambient,7050000,39998603.7,2017-02-08,12453.0,1,39998603.7,12453.0,,,,nan
6112,IDA175,Land,Ambient,7236917,39993796.0,2017-02-08,16552.0,1,39993796.0,16552.0,,,,nan
6113,IDA178,Land,Ambient,7050000,39985575.61,2017-02-08,12397.0,1,39985575.61,12397.0,,,,nan
6114,IDA282,Land,Ambient,9968481,39993426.73,2017-02-08,10736.0,1,39993426.73,10736.0,,,,nan
6115,IDA295,Land,Ambient,4316407,38407825.97,2017-02-08,12618.0,1,38407825.97,12618.0,,,,nan
6116,IDA299,Sea,Ambient,9450000,27858055.38,2017-02-08,10889.0,1,27858055.38,10889.0,,,,nan
6117,IDA303,Land,Ambient,8700287,39621000.54,2017-02-08,15700.0,1,39621000.54,15700.0,,,,nan
6118,IDA307,Land,Ambient,6900000,38933402.57,2017-02-08,13085.0,1,38933402.57,13085.0,,,,nan
6119,IDA316,Land,Ambient,4242370,39992953.71,2017-02-08,12843.0,1,39992953.71,12843.0,,,,nan
6120,IDA320,Land,Ambient,8926000,39999339.09,2017-02-08,12861.0,1,39999339.09,12861.0,,,,nan
6121,IDA343,Land,Ambient,5700000,39073850.58,2017-02-08,16135.0,1,39073850.58,16135.0,,,,nan
6122,IDA345,Land,Ambient,5250000,29999154.42,2017-02-08,9614.0,1,29999154.42,9614.0,,,,nan
6123,IDA349,Land,Ambient,3805543,37817234.95,2017-02-08,14692.0,1,37817234.95,14692.0,,,,nan
6124,IDA350,Land,Ambient,4982887,29890131.78,2017-02-08,11537.0,1,29890131.78,11537.0,,,,nan
6125,IDA353,Sea,Ambient,7200000,27532797.98,2017-02-08,11360.0,1,27532797.98,11360.0,,,,nan
6126,IDA355,Land,Ambient,1700333,39997167.42,2017-02-08,17025.0,1,39997167.42,17025.0,,,,nan
6127,IDA358,Land,Ambient,3645346,29996094.33,2017-02-08,10807.0,1,29996094.33,10807.0,,,,nan
6128,IDA374,Sea,Ambient,7750000,27959567.08,2017-02-08,10590.0,1,27959567.08,10590.0,,,,nan
6129,IDA390,Land,Ambient,4840000,29702811.65,2017-02-08,10842.0,1,29702811.65,10842.0,,,,nan
6130,IDA391,Land,Ambient,4358569,39860166.15,2017-02-08,15141.0,1,39860166.15,15141.0,,,,nan
6131,IDA436,Land,Ambient,679365,3782174.555,2017-02-08,1606.0,1,3782174.555,1606.0,,,,nan
6132,IDA439,Land,Ambient,771451,7675933.044,2017-02-08,4406.0,1,7675933.044,4406.0,,,,nan
6133,IDA445,Land,Ambient,1297971,9996114.566,2017-02-08,3258.0,1,9996114.566,3258.0,,,,nan
6134,IDA496,Land,Ambient,3432656,29960325.16,2017-02-08,13498.0,1,29960325.16,13498.0,,,,nan
6135,IDA511,Land,Ambient,1672914,27724484.82,2017-02-08,14999.0,1,27724484.82,14999.0,,,,nan
6136,IDA921,Land,Ambient,2220000,29982450.12,2017-02-08,8640.0,1,29982450.12,8640.0,,,,nan
6137,IDA922,Land,Ambient,2899861,29997695.85,2017-02-08,14226.0,1,29997695.85,14226.0,,,,nan
6138,IDJ021,Sea,Ambient,2067394,15747283.84,2017-02-08,6938.0,1,15747283.84,6938.0,,,,nan
6139,IDJ052,Sea,Ambient,1635696,14455908.22,2017-02-08,5430.0,1,14455908.22,5430.0,,,,nan
6140,IDJ068,Sea,Ambient,6800000,27997510.43,2017-02-08,11246.0,1,27997510.43,11246.0,,,,nan
6141,IDJ080,Sea,Ambient,8000000,27996551.64,2017-02-08,11250.0,1,27996551.64,11250.0,,,,nan
6142,IDJ084,Sea,Ambient,22258950,54992455.89,2017-02-08,19660.0,1,54992455.89,19660.0,,,,nan
6143,IDJ133,Sea,Ambient,18200000,27996591.68,2017-02-08,9854.0,1,27996591.68,9854.0,,,,nan
6144,IDJ134,Sea,Ambient,56564484,27972698.27,2017-02-08,9727.0,1,27972698.27,9727.0,,,,nan
6145,IDJ149,Land,Ambient,5201724,38773290.15,2017-02-08,19554.0,1,38773290.15,19554.0,,,,nan
6146,IDJ189,Sea,Ambient,14274900,27324684.04,2017-02-08,12276.0,1,27324684.04,12276.0,,,,nan
6147,IDJ231,Land,Ambient,19769035,27649900.85,2017-02-08,14831.0,1,27649900.85,14831.0,,,,nan
6148,IDJ298,Land,Ambient,1518903,9913495.979,2017-02-08,4356.0,1,9913495.979,4356.0,,,,nan
6149,IDJ303,Land,Ambient,1218878,9238570.091,2017-02-08,4989.0,1,9238570.091,4989.0,,,,nan
6150,IDJ304,Land,Ambient,1011931,9669207.449,2017-02-08,4999.0,1,9669207.449,4999.0,,,,nan
6151,IDJ309,Land,Ambient,1325864,9664735.807,2017-02-08,4562.0,1,9664735.807,4562.0,,,,nan
6152,IDJ311,Land,Ambient,1022600,9752708.176,2017-02-08,4242.0,1,9752708.176,4242.0,,,,nan
6153,IDJ314,Land,Ambient,1294235,9978553.336000001,2017-02-08,4913.0,1,9978553.336000001,4913.0,,,,nan
6154,IDJ321,Land,Ambient,1326794,8896586.667000001,2017-02-08,5000.0,1,8896586.667000001,5000.0,,,,nan
6155,IDJ332,Sea,Ambient,15100000,27991162.92,2017-02-08,10252.0,1,27991162.92,10252.0,,,,nan
6156,IDJ352,Land,Ambient,4146354,39990151.2,2017-02-08,19229.0,1,39990151.2,19229.0,,,,nan
6157,IDJ353,Land,Ambient,3835366,37692664.93,2017-02-08,19995.0,1,37692664.93,19995.0,,,,nan
6158,IDJ390,Land,Ambient,4124647,29018367.2,2017-02-08,13919.0,1,29018367.2,13919.0,,,,nan
6159,IDJ406,Land,Ambient,1617650,9602091.781,2017-02-08,4968.0,1,9602091.781,4968.0,,,,nan
6160,IDJ455,Land,Ambient,5285733,22999898.62,2017-02-08,9215.0,1,22999898.62,9215.0,,,,nan
6161,IDJ477,Sea,Ambient,10550000,27573844.72,2017-02-08,11073.0,1,27573844.72,11073.0,,,,nan
6162,IDA010,Land,Ambient,612718,4693930.405,2017-02-09,1769.0,1,4693930.405,1769.0,,,,nan
6163,IDA043,Land,Ambient,3378036,11246432.0,2017-02-09,5252.0,1,11246432.0,5252.0,,,,nan
6164,IDA044,Land,Ambient,13745790,38840242.3,2017-02-09,15961.0,1,38840242.3,15961.0,,,,nan
6165,IDA049,Land,Ambient,6557550,30175732.93,2017-02-09,13536.0,1,30175732.93,13536.0,,,,nan
6166,IDA055,Land,Ambient,5600000,36262696.46,2017-02-09,19111.0,1,36262696.46,19111.0,,,,nan
6167,IDA082,Sea,Ambient,12050000,64999089.66,2017-02-09,14507.0,1,64999089.66,14507.0,,,,nan
6168,IDA091,Sea,Ambient,13792500,54910946.79,2017-02-09,20694.0,1,54910946.79,20694.0,,,,nan
6169,IDA097,Land,Ambient,3222533,39305528.86,2017-02-09,14736.0,1,39305528.86,14736.0,,,,nan
6170,IDA098,Land,Ambient,2252846,29209754.64,2017-02-09,12132.0,1,29209754.64,12132.0,,,,nan
6171,IDA098,Sea,Ambient,13936500,54987829.7,2017-02-09,21823.0,1,54987829.7,21823.0,,,,nan
6172,IDA101,Land,Ambient,3021493,29997382.97,2017-02-09,13562.0,1,29997382.97,13562.0,,,,nan
6173,IDA103,Land,Ambient,4182750,29997439.5,2017-02-09,10780.0,1,29997439.5,10780.0,,,,nan
6174,IDA104,Land,Ambient,2098599,38731237.79,2017-02-09,13738.0,1,38731237.79,13738.0,,,,nan
6175,IDA105,Land,Ambient,1933148,39996140.08,2017-02-09,16161.0,1,39996140.08,16161.0,,,,nan
6176,IDA107,Land,Ambient,1672914,29999324.9,2017-02-09,11031.0,1,29999324.9,11031.0,,,,nan
6177,IDA109,Land,Ambient,2450000,39996567.15,2017-02-09,15799.0,1,39996567.15,15799.0,,,,nan
6178,IDA110,Land,Ambient,2300000,39998391.17,2017-02-09,16232.0,1,39998391.17,16232.0,,,,nan
6179,IDA141,Land,Ambient,15575222,39941446.7,2017-02-09,16048.0,1,39941446.7,16048.0,,,,nan
6180,IDA151,Land,Ambient,706765,9983525.356,2017-02-09,4833.0,1,9983525.356,4833.0,,,,nan
6181,IDA157,Land,Ambient,2083186,40001303.94,2017-02-09,13796.0,1,40001303.94,13796.0,,,,nan
6182,IDA167,Land,Ambient,7236917,39996582.8,2017-02-09,14822.0,1,39996582.8,14822.0,,,,nan
6183,IDA171,Land,Ambient,8200000,29928903.18,2017-02-09,10769.0,1,29928903.18,10769.0,,,,nan
6184,IDA172,Land,Ambient,7236917,39464105.08,2017-02-09,16417.0,1,39464105.08,16417.0,,,,nan
6185,IDA173,Land,Ambient,15403590,39616750.75,2017-02-09,15391.0,1,39616750.75,15391.0,,,,nan
6186,IDA282,Land,Ambient,10827376,39779413.3,2017-02-09,17828.0,1,39779413.3,17828.0,,,,nan
6187,IDA299,Land,Ambient,4498243,38383521.28,2017-02-09,13515.0,1,38383521.28,13515.0,,,,nan
6188,IDA300,Land,Ambient,8324000,39996140.78,2017-02-09,13788.0,1,39996140.78,13788.0,,,,nan
6189,IDA301,Land,Ambient,5766672,39986448.0,2017-02-09,12263.0,1,39986448.0,12263.0,,,,nan
6190,IDA301,Rail,Ambient,5500000,27882853.44,2017-02-09,8980.0,1,27882853.44,8980.0,,,,nan
6191,IDA305,Land,Ambient,6950000,39472838.04,2017-02-09,13111.0,1,39472838.04,13111.0,,,,nan
6192,IDA312,Land,Ambient,6485481,38215839.47,2017-02-09,11888.0,1,38215839.47,11888.0,,,,nan
6193,IDA316,Land,Ambient,5546889,39990495.63,2017-02-09,12454.0,1,39990495.63,12454.0,,,,nan
6194,IDA317,Land,Ambient,6900000,38367945.56,2017-02-09,11682.0,1,38367945.56,11682.0,,,,nan
6195,IDA319,Sea,Ambient,11250000,27407227.29,2017-02-09,11318.0,1,27407227.29,11318.0,,,,nan
6196,IDA324,Land,Ambient,6662593,38572468.81,2017-02-09,12074.0,1,38572468.81,12074.0,,,,nan
6197,IDA342,Land,Ambient,6310000,38495850.34,2017-02-09,14535.0,1,38495850.34,14535.0,,,,nan
6198,IDA344,Land,Ambient,2863870,29363046.0,2017-02-09,9079.0,1,29363046.0,9079.0,,,,nan
6199,IDA345,Sea,Ambient,8400000,28011279.74,2017-02-09,10109.0,1,28011279.74,10109.0,,,,nan
6200,IDA346,Land,Ambient,3796959,39389006.45,2017-02-09,14116.0,1,39389006.45,14116.0,,,,nan
6201,IDA347,Land,Ambient,4316407,39999959.33,2017-02-09,16231.0,1,39999959.33,16231.0,,,,nan
6202,IDA351,Land,Ambient,5610000,29998821.7,2017-02-09,13125.0,1,29998821.7,13125.0,,,,nan
6203,IDA353,Land,Ambient,3604509,39999000.0,2017-02-09,15076.0,1,39999000.0,15076.0,,,,nan
6204,IDA356,Land,Ambient,5500000,39998490.05,2017-02-09,12537.0,1,39998490.05,12537.0,,,,nan
6205,IDA384,Land,Ambient,5637500,29781509.44,2017-02-09,12255.0,1,29781509.44,12255.0,,,,nan
6206,IDA385,Land,Ambient,3831950,29263232.14,2017-02-09,9588.0,1,29263232.14,9588.0,,,,nan
6207,IDA387,Sea,Ambient,7200000,27579017.15,2017-02-09,9761.0,1,27579017.15,9761.0,,,,nan
6208,IDA389,Land,Ambient,4350000,29921072.87,2017-02-09,12709.0,1,29921072.87,12709.0,,,,nan
6209,IDA390,Sea,Ambient,8050000,27644329.45,2017-02-09,11288.0,1,27644329.45,11288.0,,,,nan
6210,IDA391,Sea,Ambient,7100000,27813957.64,2017-02-09,10346.0,1,27813957.64,10346.0,,,,nan
6211,IDA392,Land,Ambient,5600000,39969985.93,2017-02-09,17185.0,1,39969985.93,17185.0,,,,nan
6212,IDA400,Sea,Ambient,22632270,27970764.8,2017-02-09,10089.0,1,27970764.8,10089.0,,,,nan
6213,IDA412,Sea,Ambient,16750000,27968897.97,2017-02-09,10117.0,1,27968897.97,10117.0,,,,nan
6214,IDA429,Land,Ambient,9111309,35948985.79,2017-02-09,14011.0,1,35948985.79,14011.0,,,,nan
6215,IDA439,Land,Ambient,771451,9272101.772,2017-02-09,3306.0,1,9272101.772,3306.0,,,,nan
6216,IDA443,Sea,Ambient,13197780,27998732.85,2017-02-09,10503.0,1,27998732.85,10503.0,,,,nan
6217,IDA813,Land,Ambient,1283703,29786825.12,2017-02-09,10693.0,1,29786825.12,10693.0,,,,nan
6218,IDA924,Land,Ambient,7899786,42230700.49,2017-02-09,18472.0,1,42230700.49,18472.0,,,,nan
6219,IDJ021,Sea,Ambient,2067394,13816417.6,2017-02-09,5080.0,1,13816417.6,5080.0,,,,nan
6220,IDJ023,Sea,Ambient,1718619,14510244.32,2017-02-09,6434.0,1,14510244.32,6434.0,,,,nan
6221,IDJ080,Sea,Ambient,12400000,54988807.14,2017-02-09,23557.0,1,54988807.14,23557.0,,,,nan
6222,IDJ081,Sea,Ambient,14100000,54986798.73,2017-02-09,22811.0,1,54986798.73,22811.0,,,,nan
6223,IDJ085,Land,Ambient,13000000,39999927.88,2017-02-09,16570.0,1,39999927.88,16570.0,,,,nan
6224,IDJ089,Sea,Ambient,8000000,27979504.88,2017-02-09,13811.0,1,27979504.88,13811.0,,,,nan
6225,IDJ142,Sea,Ambient,52348695,27073560.32,2017-02-09,10740.0,1,27073560.32,10740.0,,,,nan
6226,IDJ227,Land,Ambient,24745303,29813960.75,2017-02-09,8651.0,1,29813960.75,8651.0,,,,nan
6227,IDJ299,Land,Ambient,1300099,9782562.602,2017-02-09,3765.0,1,9782562.602,3765.0,,,,nan
6228,IDJ303,Land,Ambient,1218878,9493185.891,2017-02-09,4907.0,1,9493185.891,4907.0,,,,nan
6229,IDJ317,Land,Ambient,834761,9989804.48,2017-02-09,3865.0,1,9989804.48,3865.0,,,,nan
6230,IDJ332,Sea,Ambient,14800000,27999058.1,2017-02-09,10637.0,1,27999058.1,10637.0,,,,nan
6231,IDJ342,Land,Ambient,1504956,9994301.297,2017-02-09,4859.0,1,9994301.297,4859.0,,,,nan
6232,IDJ420,Sea,Ambient,26340718,27997881.76,2017-02-09,12560.0,1,27997881.76,12560.0,,,,nan
6233,IDJ477,Sea,Ambient,10281600,27612000.0,2017-02-09,10565.0,1,27612000.0,10565.0,,,,nan
6234,IDA014,Land,Ambient,1332012,2723796.95,2017-02-10,1302.0,1,2723796.95,1302.0,,,,nan
6235,IDA025,Land,Ambient,1313621,1477977.246,2017-02-10,587.0,1,1477977.246,587.0,,,,nan
6236,IDA028,Land,Ambient,10549944,40872182.26,2017-02-10,15926.0,1,40872182.26,15926.0,,,,nan
6237,IDA044,Land,Ambient,13745790,33725399.57,2017-02-10,13933.0,1,33725399.57,13933.0,,,,nan
6238,IDA054,Land,Ambient,1522901,6486531.115,2017-02-10,3023.0,1,6486531.115,3023.0,,,,nan
6239,IDA068,Sea,Ambient,11000000,64998991.35,2017-02-10,22331.0,1,64998991.35,22331.0,,,,nan
6240,IDA074,Land,Ambient,11798819,39995995.18,2017-02-10,14901.0,1,39995995.18,14901.0,,,,nan
6241,IDA080,Sea,Ambient,15500000,64999419.25,2017-02-10,20838.0,1,64999419.25,20838.0,,,,nan
6242,IDA086,Sea,Ambient,13065000,64997366.49,2017-02-10,24468.0,1,64997366.49,24468.0,,,,nan
6243,IDA089,Sea,Ambient,16450000,64998431.94,2017-02-10,23404.0,1,64998431.94,23404.0,,,,nan
6244,IDA092,Land,Ambient,3700000,39972976.27,2017-02-10,14800.0,1,39972976.27,14800.0,,,,nan
6245,IDA101,Land,Ambient,3021493,29329581.57,2017-02-10,14989.0,1,29329581.57,14989.0,,,,nan
6246,IDA137,Land,Ambient,21507629,39995791.7,2017-02-10,13199.0,1,39995791.7,13199.0,,,,nan
6247,IDA141,Land,Ambient,15575222,39999807.0,2017-02-10,15309.0,1,39999807.0,15309.0,,,,nan
6248,IDA156,Land,Ambient,2071231,39998029.45,2017-02-10,13252.0,1,39998029.45,13252.0,,,,nan
6249,IDA157,Land,Ambient,2083186,39997982.95,2017-02-10,15203.0,1,39997982.95,15203.0,,,,nan
6250,IDA168,Land,Ambient,11861278,24854649.87,2017-02-10,10678.0,1,24854649.87,10678.0,,,,nan
6251,IDA170,Land,Ambient,6000000,39989862.34,2017-02-10,14046.0,1,39989862.34,14046.0,,,,nan
6252,IDA178,Land,Ambient,6850000,29999959.1,2017-02-10,9452.0,1,29999959.1,9452.0,,,,nan
6253,IDA219,Land,Ambient,21507629,39354320.2,2017-02-10,12320.0,1,39354320.2,12320.0,,,,nan
6254,IDA270,Sea,Ambient,10032720,27979846.94,2017-02-10,11477.0,1,27979846.94,11477.0,,,,nan
6255,IDA294,Land,Ambient,3994376,39999437.3,2017-02-10,14767.0,1,39999437.3,14767.0,,,,nan
6256,IDA299,Sea,Ambient,7100000,27824007.49,2017-02-10,10505.0,1,27824007.49,10505.0,,,,nan
6257,IDA301,Sea,Ambient,5350000,28005740.25,2017-02-10,7810.0,1,28005740.25,7810.0,,,,nan
6258,IDA304,Land,Ambient,5451306,39999727.04,2017-02-10,12447.0,1,39999727.04,12447.0,,,,nan
6259,IDA305,Land,Ambient,6408000,38707826.87,2017-02-10,17073.0,1,38707826.87,17073.0,,,,nan
6260,IDA305,Rail,Ambient,6500000,26768841.27,2017-02-10,6837.0,1,26768841.27,6837.0,,,,nan
6261,IDA311,Land,Ambient,4007759,39997428.41,2017-02-10,16390.0,1,39997428.41,16390.0,,,,nan
6262,IDA313,Land,Ambient,7526000,39998879.88,2017-02-10,12573.0,1,39998879.88,12573.0,,,,nan
6263,IDA324,Land,Ambient,4649882,39780908.13,2017-02-10,15671.0,1,39780908.13,15671.0,,,,nan
6264,IDA345,Land,Ambient,5961589,39012083.16,2017-02-10,16248.0,1,39012083.16,16248.0,,,,nan
6265,IDA347,Land,Ambient,3021493,29996160.0,2017-02-10,9103.0,1,29996160.0,9103.0,,,,nan
6266,IDA348,Land,Ambient,1700333,39148257.64,2017-02-10,15900.0,1,39148257.64,15900.0,,,,nan
6267,IDA351,Land,Ambient,3831950,29994753.55,2017-02-10,11356.0,1,29994753.55,11356.0,,,,nan
6268,IDA352,Sea,Ambient,5800000,27961065.74,2017-02-10,10112.0,1,27961065.74,10112.0,,,,nan
6269,IDA354,Land,Ambient,5750000,39462129.24,2017-02-10,14324.0,1,39462129.24,14324.0,,,,nan
6270,IDA357,Land,Ambient,3645346,29998765.35,2017-02-10,10570.0,1,29998765.35,10570.0,,,,nan
6271,IDA385,Land,Ambient,5281876,39054744.94,2017-02-10,13437.0,1,39054744.94,13437.0,,,,nan
