Index,Route,MoT,Temp,BaseCost,Volume,Check in Date,Weight,OldShipmentCount,netVol,netWeight,New_SH,New_BC,NewShipmentCount,Savings,Updated Base Cost
647,IDA002,Land,Ambient,32151972,325513734.98499995,2017-02-22,131560.0,21,0.0,0.0,"9M,9M,9M,9M,9M,9S",20014661.333333332,6,12137310.666666668,20014661.333333332
648,IDA064,Land,Ambient,30281831,327443070.43,2017-02-24,143913.0,21,0.0,0.0,"GF,GF,GF,GF,GF,GF,GF,GF,9A",18159183.666666668,9,12122647.333333332,18159183.666666668
649,IDA020,Land,Ambient,27369581,277100480.49899995,2017-03-03,108114.0,24,0.0,0.0,"9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9S",15247427.0,13,12122154.0,15247427.0
650,IDA003,Land,Ambient,31265042,398350890.336,2017-02-28,171520.0,26,0.0,0.0,"9K,9K,9K,9K,9K,9K,9K,9K,9K,9K",19146964.0,10,12118078.0,19146964.0
651,IDA154,Land,Ambient,12129812,200830418.2,2017-04-23,78643.0,6,0.0,0.0,"GG,GG,GG,GG",20000.0,4,12109812.0,20000.0
652,IDA064,Land,Ambient,40140200,505678242.25799996,2017-04-03,194646.0,24,0.0,0.0,"GF,GF,GF,GF,GF,GF,GF,GF,GF,GF,GF,GF,GF",28039587.33333333,13,12100612.666666672,28039587.33333333
653,IDA389,Land,Ambient,12100930,78967293.22,2017-04-21,31475.0,2,0.0,0.0,"GD,GD,GD,GD",27840.0,4,12073090.0,27840.0
654,IDA355,Land,Ambient,12090887,179678200.86,2017-03-18,64406.0,5,0.0,0.0,"GD,GD,GD,GD,GD,GD,GD,GD",44680.0,8,12046207.0,44680.0
655,IDA355,Land,Ambient,12090887,177473868.72,2017-04-25,64296.0,5,0.0,0.0,"GD,GD,GD,GD,GD,GD,GD,GD",44680.0,8,12046207.0,44680.0
656,IDA002,Land,Ambient,37580351,429841115.83000004,2017-04-03,181446.0,17,0.0,0.0,"9M,9M,9M,9M,9M,9M,GF",25551784.5,7,12028566.5,25551784.5
657,IDJ051,Land,Ambient,24101569,247165193.857,2017-02-21,82072.0,14,0.0,0.0,"9G,9G,9G,9G,9G,9G,9G,9G,9G,9G,9G",12090496.0,11,12011073.0,12090496.0
658,IDA354,Land,Ambient,12038000,79592051.09,2017-04-23,31729.0,2,0.0,0.0,"9G,9G,9G,9G",28015.0,4,12009985.0,28015.0
659,IDA107,Land,Ambient,12014928,98307699.9,2017-02-21,33169.0,3,0.0,0.0,"GG,GG",10000.0,2,12004928.0,10000.0
660,IDA103,Land,Ambient,12000000,79956269.88,2017-02-19,30777.0,2,0.0,0.0,"GG,GG",10000.0,2,11990000.0,10000.0
661,IDA103,Land,Ambient,12000000,79028777.05,2017-03-08,28170.0,2,0.0,0.0,"GG,GG",10000.0,2,11990000.0,10000.0
662,IDA384,Land,Ambient,12000000,79543545.89,2017-03-04,32370.0,2,0.0,0.0,"GD,GD,GD,GD",20580.0,4,11979420.0,20580.0
663,IDA110,Land,Ambient,11988921,109897270.88,2017-04-18,40093.0,3,0.0,0.0,"GG,GG",10000.0,2,11978921.0,10000.0
664,IDA095,Land,Ambient,11930915,70053314.2,2017-03-11,24307.0,2,0.0,0.0,"GG,GG",10000.0,2,11920915.0,10000.0
665,IDA149,Land,Ambient,11916305,128582511.9,2017-02-03,49680.0,4,0.0,0.0,"GG,GG",10000.0,2,11906305.0,10000.0
666,IDA390,Land,Ambient,11915663,107761698.04,2017-02-10,42041.0,3,0.0,0.0,"GD,GD,GD,GD,GD",25725.0,5,11889938.0,25725.0
667,IDA435,Land,Ambient,19082893,122679117.37300001,2017-03-21,50239.0,20,0.0,0.0,"GF,GF,GF,9S",7215943.5,4,11866949.5,7215943.5
668,IDA154,Land,Ambient,11856042,169773579.79599997,2017-02-24,56555.0,13,0.0,0.0,"GG,GG,GG",15000.0,3,11841042.0,15000.0
669,IDA020,Land,Ambient,27598571,289367887.204,2017-03-08,108937.0,28,0.0,0.0,"9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H",15758437.5,13,11840133.5,15758437.5
670,IDA002,Land,Ambient,31027818,314235524.818,2017-03-21,135549.0,19,0.0,0.0,"9M,9M,9M,9M,9M",19207425.0,5,11820393.0,19207425.0
671,IDA353,Land,Ambient,11819797,109541271.57,2017-02-13,38336.0,3,0.0,0.0,"9G,9G,9G,9G,9G",35000.0,5,11784797.0,35000.0
672,IDA353,Land,Ambient,11799006,68912821.61,2017-03-06,26906.0,2,0.0,0.0,"9G,9G,9G",21000.0,3,11778006.0,21000.0
673,IDA152,Land,Ambient,11786842,119975886.72999999,2017-02-10,43173.0,3,0.0,0.0,"GG,GG",10000.0,2,11776842.0,10000.0
674,IDA352,Land,Ambient,11806545,96356665.16,2017-03-04,35259.0,3,0.0,0.0,"9G,9G,9G,9G,9G",35000.0,5,11771545.0,35000.0
675,IDA251,Sea,Ambient,64317640,222602396.76,2017-02-21,87500.0,8,0.0,0.0,"9E,9E,9E,9E,9E,9E,9E,9E",52565040.0,8,11752600.0,52565040.0
676,IDA003,Land,Ambient,28261932,330100524.6039999,2017-04-11,136611.0,33,0.0,0.0,"9K,9K,9K,9K,9K,9K,9K,9K,9G",16527398.700000001,9,11734533.299999999,16527398.700000001
677,IDA387,Land,Ambient,11740000,68719725.66,2017-02-18,26746.0,2,0.0,0.0,"9G,9G,9G",21093.75,3,11718906.25,21093.75
678,IDA387,Land,Ambient,11740000,67733897.53999999,2017-02-25,24993.0,2,0.0,0.0,"9G,9G,9G",21093.75,3,11718906.25,21093.75
679,IDA356,Land,Ambient,11707042,68960489.74000001,2017-04-26,26915.0,2,0.0,0.0,"GD,GD,GD",20880.0,3,11686162.0,20880.0
680,IDA356,Land,Ambient,11713735,78656959.47999999,2017-04-08,29977.0,2,0.0,0.0,"GD,GD,GD,GD",27840.0,4,11685895.0,27840.0
681,IDA110,Land,Ambient,11664421,79929420.64,2017-03-06,29974.0,2,0.0,0.0,"GG,GG",10000.0,2,11654421.0,10000.0
682,IDA001,Land,Ambient,27058021,250298775.87299997,2017-04-10,83019.0,15,0.0,0.0,"GF,GF,GF,GF,GF,GF,9H",15415865.2,7,11642155.8,15415865.2
683,IDA095,Land,Ambient,11651830,99447689.97,2017-03-14,34895.0,3,0.0,0.0,"GG,GG",10000.0,2,11641830.0,10000.0
684,IDA390,Land,Ambient,11663694,119266024.00999999,2017-02-25,48297.0,3,0.0,0.0,"GD,GD,GD,GD,GD,GD",30870.0,6,11632824.0,30870.0
685,IDA094,Land,Ambient,11597200,71935265.04,2017-03-09,24210.0,2,0.0,0.0,"GG,GG",10000.0,2,11587200.0,10000.0
686,IDA344,Land,Ambient,11600000,79987059.63,2017-03-02,25777.0,2,0.0,0.0,"GD,GD,GD,GD",22780.0,4,11577220.0,22780.0
687,IDA392,Land,Ambient,11596464,106350302.25,2017-04-06,51469.0,3,0.0,0.0,"GD,GD,GD,GD,GD",34525.0,5,11561939.0,34525.0
688,IDA002,Land,Ambient,36491112,413507374.99200004,2017-03-02,168696.0,16,0.0,0.0,"9M,9M,9M,9M,9M,9M,GE",24974083.0,7,11517029.0,24974083.0
689,IDA020,Land,Ambient,49862053,721768119.4289999,2017-02-21,278551.0,42,0.0,0.0,"9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9A",38348280.3,32,11513772.700000003,38348280.3
690,IDA097,Land,Ambient,11507112,139908029.91,2017-04-19,51673.0,4,0.0,0.0,"GG,GG,GG",15000.0,3,11492112.0,15000.0
691,IDA091,Land,Ambient,11492800,79993486.64,2017-03-19,32512.0,2,0.0,0.0,"GG,GG",10000.0,2,11482800.0,10000.0
692,IDA389,Land,Ambient,11500430,76529293.57,2017-04-05,24466.0,2,0.0,0.0,"GD,GD,GD,GD",27840.0,4,11472590.0,27840.0
693,IDA354,Land,Ambient,11500000,74822016.52,2017-03-04,30574.0,2,0.0,0.0,"9G,9G,9G,9G",28015.0,4,11471985.0,28015.0
694,IDA095,Land,Ambient,11480415,99978229.04,2017-03-20,32754.0,3,0.0,0.0,"GG,GG",10000.0,2,11470415.0,10000.0
695,IDA154,Land,Ambient,11490399,199757064.213,2017-02-09,71905.0,11,0.0,0.0,"GG,GG,GG,GG",20000.0,4,11470399.0,20000.0
696,IDA385,Land,Ambient,11495611,79948624.38,2017-03-27,25944.0,2,0.0,0.0,"9G,9G,9G,9G",28000.0,4,11467611.0,28000.0
697,IDA099,Land,Ambient,11438044,119977367.82,2017-02-08,41933.0,3,0.0,0.0,"GG,GG",10000.0,2,11428044.0,10000.0
698,IDA150,Land,Ambient,11443043,218562595.09699997,2017-03-22,86467.0,7,0.0,0.0,"GG,GG,GG,GG",20000.0,4,11423043.0,20000.0
699,IDJ051,Land,Ambient,27891325,337437829.138,2017-02-23,135725.0,17,0.0,0.0,"9G,9G,9G,9G,9G,9G,9G,9G,9G,9G,9G,9G,9G,9G,9G",16487040.0,15,11404285.0,16487040.0
700,IDA353,Land,Ambient,11409584,109125853.47999999,2017-02-14,38563.0,3,0.0,0.0,"9G,9G,9G,9G,9G",35000.0,5,11374584.0,35000.0
701,IDA389,Land,Ambient,11400860,80001474.53999999,2017-02-07,28424.0,2,0.0,0.0,"GD,GD,GD,GD",27840.0,4,11373020.0,27840.0
702,IDA356,Land,Ambient,11400000,79958805.72,2017-04-21,32311.0,2,0.0,0.0,"GD,GD,GD,GD",27840.0,4,11372160.0,27840.0
703,IDA001,Land,Ambient,24812875,234051562.46799996,2017-02-06,96313.0,12,0.0,0.0,"GF,GF,GF,GF,GF,GF",13452115.2,6,11360759.8,13452115.2
704,IDA346,Land,Ambient,11390877,119633284.75,2017-03-31,46346.0,3,0.0,0.0,"9G,9G,9G,9G,9G,9G",42000.0,6,11348877.0,42000.0
705,IDA004,Land,Ambient,27076121,245962803.07,2017-02-17,96206.0,11,0.0,0.0,"9L,9L,9L,9L,9L,9L,9A",15740597.5,7,11335523.5,15740597.5
706,IDA020,Land,Ambient,21017973,173421083.4809999,2017-04-15,67673.0,28,0.0,0.0,"9H,9H,9H,9H,9H,9H,9H,9H",9697500.0,8,11320473.0,9697500.0
707,IDA002,Land,Ambient,31902111,338463974.444,2017-03-07,130851.0,17,0.0,0.0,"9M,9M,9M,9M,9M,9H",20606175.0,6,11295936.0,20606175.0
708,IDA091,Land,Ambient,11306070,189976414.81,2017-02-20,76185.0,5,0.0,0.0,"GG,GG,GG",15000.0,3,11291070.0,15000.0
709,IDA354,Land,Ambient,11309166,59251858.85,2017-02-11,21889.0,2,0.0,0.0,"9G,9G,9G",21011.25,3,11288154.75,21011.25
710,IDA341,Land,Ambient,11307353,65182857.91,2017-02-27,24209.0,2,0.0,0.0,"9G,9G,9G",21000.0,3,11286353.0,21000.0
711,IDA341,Land,Ambient,11307353,63915075.95999999,2017-03-04,26178.0,2,0.0,0.0,"9G,9G,9G",21000.0,3,11286353.0,21000.0
712,IDA003,Land,Ambient,25894221,294344925.104,2017-02-10,109116.0,26,0.0,0.0,"9K,9K,9K,9K,9K,9K,9K,9G",14612702.3,8,11281518.7,14612702.3
713,IDA353,Land,Ambient,11304509,69997357.8,2017-03-01,23278.0,2,0.0,0.0,"9G,9G,9G,9G",28000.0,4,11276509.0,28000.0
714,IDA353,Land,Ambient,11304509,69817141.8,2017-03-09,29437.0,2,0.0,0.0,"9G,9G,9G,9G",28000.0,4,11276509.0,28000.0
715,IDA353,Land,Ambient,11308024,119758979.61,2017-02-23,51814.0,3,0.0,0.0,"9G,9G,9G,9G,9G,9G",42000.0,6,11266024.0,42000.0
716,IDA384,Land,Ambient,11275000,59991019.129999995,2017-03-06,19906.0,2,0.0,0.0,"GD,GD,GD",15435.0,3,11259565.0,15435.0
717,IDA107,Land,Ambient,11260128,99972501.28000002,2017-04-17,34228.0,3,0.0,0.0,"GG,GG",10000.0,2,11250128.0,10000.0
718,IDA004,Land,Ambient,33055896,346749254.88,2017-02-05,127487.0,12,0.0,0.0,"9L,9L,9L,9L,9L,9L,9L,9L,9P",21805923.0,9,11249973.0,21805923.0
719,IDA097,Land,Ambient,11233033,78928591.93,2017-04-27,29897.0,2,0.0,0.0,"GG,GG",10000.0,2,11223033.0,10000.0
720,IDA149,Land,Ambient,11218218,147464860.33,2017-04-14,54123.0,4,0.0,0.0,"GG,GG,GG",15000.0,3,11203218.0,15000.0
721,IDA345,Land,Ambient,11220755,67287114.09,2017-03-25,27189.0,2,0.0,0.0,"9G,9G,9G",21000.0,3,11199755.0,21000.0
722,IDA351,Land,Ambient,11220000,59995452.24,2017-02-08,23026.0,2,0.0,0.0,"9G,9G,9G",21000.0,3,11199000.0,21000.0
723,IDA004,Land,Ambient,35053723,375596251.41,2017-03-07,150006.0,14,0.0,0.0,"9L,9L,9L,9L,9L,9L,9L,9L,9L,9G",23864774.0,10,11188949.0,23864774.0
724,IDA389,Land,Ambient,11200430,78584005.01,2017-02-25,27855.0,2,0.0,0.0,"GD,GD,GD,GD",27840.0,4,11172590.0,27840.0
725,IDA389,Land,Ambient,11200430,79973688.87,2017-03-04,29224.0,2,0.0,0.0,"GD,GD,GD,GD",27840.0,4,11172590.0,27840.0
726,IDA389,Land,Ambient,11200430,79646880.94,2017-04-20,29871.0,2,0.0,0.0,"GD,GD,GD,GD",27840.0,4,11172590.0,27840.0
727,IDA382,Land,Ambient,11200000,78113085.25,2017-03-18,34208.0,2,0.0,0.0,"GD,GD,GD,GD",27840.0,4,11172160.0,27840.0
728,IDA395,Land,Ambient,11200000,79989425.94,2017-03-25,28327.0,2,0.0,0.0,"GD,GD,GD,GD",27840.0,4,11172160.0,27840.0
729,IDA394,Land,Ambient,11200000,79994164.46000001,2017-02-11,33417.0,2,0.0,0.0,"9G,9G,9G,9G",28000.0,4,11172000.0,28000.0
730,IDA351,Land,Ambient,11200000,79791467.28999999,2017-03-25,38845.0,2,0.0,0.0,"9G,9G,9G,9G",28000.0,4,11172000.0,28000.0
731,IDA353,Land,Ambient,11200000,79911476.31,2017-04-12,25150.0,2,0.0,0.0,"9G,9G,9G,9G",28000.0,4,11172000.0,28000.0
732,IDA004,Land,Ambient,30606026,311812673.54,2017-04-08,129859.0,12,0.0,0.0,"9L,9L,9L,9L,9L,9L,9L,9L",19453656.0,8,11152370.0,19453656.0
733,IDA435,Land,Ambient,18596105,126230361.94299999,2017-03-14,52134.0,19,0.0,0.0,"GF,GF,GF,9A",7443846.5,4,11152258.5,7443846.5
734,IDA002,Land,Ambient,27324108,262709146.507,2017-02-01,118641.0,18,0.0,0.0,"9M,9M,9M,9M,9S",16173176.333333334,5,11150931.666666666,16173176.333333334
735,IDA020,Land,Ambient,21616540,192581220.42099997,2017-03-24,93983.0,21,0.0,0.0,"9H,9H,9H,9H,9H,9H,9H,9H,9A",10467967.8,9,11148572.2,10467967.8
736,IDA151,Land,Ambient,11144660,78123149.023,2017-02-03,26529.0,5,0.0,0.0,"GG,GG",10000.0,2,11134660.0,10000.0
737,IDA003,Land,Ambient,21898764,221390497.02,2017-02-03,97761.0,24,0.0,0.0,"9K,9K,9K,9K,9K,9G",10783309.5,6,11115454.5,10783309.5
738,IDA001,Land,Ambient,24277761,222812582.59900004,2017-03-09,90390.0,13,0.0,0.0,"GF,GF,GF,GF,GF,9H",13173846.0,6,11103915.0,13173846.0
739,IDA092,Land,Ambient,11107400,76743993.69999999,2017-03-23,25817.0,2,0.0,0.0,"GG,GG",10000.0,2,11097400.0,10000.0
740,IDA154,Land,Ambient,11094792,237995669.214,2017-02-06,81448.0,11,0.0,0.0,"GG,GG,GG,GG",20000.0,4,11074792.0,20000.0
741,IDJ051,Land,Ambient,24217347,275907982.843,2017-03-06,113682.0,14,0.0,0.0,"9G,9G,9G,9G,9G,9G,9G,9G,9G,9G,9G,9G",13189632.0,12,11027715.0,13189632.0
742,IDA351,Land,Ambient,11050000,77667203.0,2017-04-16,28545.0,2,0.0,0.0,"9G,9G,9G,9G",28000.0,4,11022000.0,28000.0
743,IDA064,Land,Ambient,20551343,169676408.46899998,2017-03-31,72955.0,21,0.0,0.0,"GF,GF,GF,GF,9A",9531618.333333334,5,11019724.666666666,9531618.333333334
744,IDA100,Land,Ambient,11000000,79915467.83,2017-03-09,27691.0,2,0.0,0.0,"GG,GG",10000.0,2,10990000.0,10000.0
745,IDA345,Land,Ambient,11014589,78926051.17,2017-03-28,28751.0,2,0.0,0.0,"9G,9G,9G,9G",28000.0,4,10986589.0,28000.0
746,IDA098,Land,Ambient,10982410,78127496.88,2017-04-29,27189.0,2,0.0,0.0,"GG,GG",10000.0,2,10972410.0,10000.0
747,IDA345,Land,Ambient,11000000,79462445.33,2017-03-31,33648.0,2,0.0,0.0,"9G,9G,9G,9G",28000.0,4,10972000.0,28000.0
748,IDA091,Land,Ambient,10986162,192691937.23,2017-03-05,72394.0,5,0.0,0.0,"GG,GG,GG",15000.0,3,10971162.0,15000.0
749,IDA387,Land,Ambient,10978120,78699084.45,2017-04-04,28203.0,2,0.0,0.0,"9G,9G,9G,9G",28125.0,4,10949995.0,28125.0
750,IDA108,Land,Ambient,10933629,98922262.92999999,2017-04-19,35464.0,3,0.0,0.0,"GG,GG",10000.0,2,10923629.0,10000.0
751,IDA108,Land,Ambient,10933629,99991631.83000001,2017-04-25,36435.0,3,0.0,0.0,"GG,GG",10000.0,2,10923629.0,10000.0
752,IDA001,Land,Ambient,19850333,157479564.28100002,2017-03-10,65359.0,13,0.0,0.0,"GF,GF,GF,GF",8968076.8,4,10882256.2,8968076.8
753,IDA351,Land,Ambient,10910000,69785621.52,2017-02-07,26310.0,2,0.0,0.0,"9G,9G,9G,9G",28000.0,4,10882000.0,28000.0
754,IDA095,Land,Ambient,10891827,79980966.78999999,2017-02-25,25791.0,2,0.0,0.0,"GG,GG",10000.0,2,10881827.0,10000.0
755,IDA390,Land,Ambient,10895541,119933332.24,2017-02-17,50974.0,3,0.0,0.0,"GD,GD,GD,GD,GD,GD",30870.0,6,10864671.0,30870.0
756,IDA390,Land,Ambient,10895541,119987249.63,2017-04-20,51088.0,3,0.0,0.0,"GD,GD,GD,GD,GD,GD",30870.0,6,10864671.0,30870.0
757,IDA092,Land,Ambient,10874300,69996449.05000001,2017-04-05,28803.0,2,0.0,0.0,"GG,GG",10000.0,2,10864300.0,10000.0
758,IDA435,Land,Ambient,15964748,80107863.91899998,2017-02-22,35528.0,16,0.0,0.0,"GF,GF,9S",5108720.75,3,10856027.25,5108720.75
759,IDA004,Land,Ambient,30301238,311853230.68,2017-03-15,116115.0,11,0.0,0.0,"9L,9L,9L,9L,9L,9L,9L,9L",19453656.0,8,10847582.0,19453656.0
760,IDA100,Land,Ambient,10850000,78316948.45,2017-02-19,27299.0,2,0.0,0.0,"GG,GG",10000.0,2,10840000.0,10000.0
761,IDA390,Land,Ambient,10859000,79836856.36,2017-04-18,32912.0,2,0.0,0.0,"GD,GD,GD,GD",20580.0,4,10838420.0,20580.0
762,IDA001,Land,Ambient,17275157,102389427.85400002,2017-02-14,45173.0,14,0.0,0.0,"GF,GF,9H",6447788.4,3,10827368.6,6447788.4
763,IDA105,Land,Ambient,10831376,78695021.03999999,2017-02-06,30016.0,2,0.0,0.0,"GG,GG",10000.0,2,10821376.0,10000.0
764,IDA384,Land,Ambient,10837172,79451826.15,2017-03-11,30398.0,2,0.0,0.0,"GD,GD,GD,GD",20580.0,4,10816592.0,20580.0
765,IDA384,Land,Ambient,10837172,79781662.38,2017-04-12,30512.0,2,0.0,0.0,"GD,GD,GD,GD",20580.0,4,10816592.0,20580.0
766,IDA384,Land,Ambient,10837172,79988537.00999999,2017-04-22,30481.0,2,0.0,0.0,"GD,GD,GD,GD",20580.0,4,10816592.0,20580.0
767,IDA107,Land,Ambient,10821700,69950468.05,2017-04-04,25729.0,2,0.0,0.0,"GG,GG",10000.0,2,10811700.0,10000.0
768,IDA004,Land,Ambient,25393388,230430543.36,2017-03-14,96385.0,11,0.0,0.0,"9L,9L,9L,9L,9L,9L",14590242.0,6,10803146.0,14590242.0
769,IDA097,Land,Ambient,10800000,78341387.03,2017-03-02,26625.0,2,0.0,0.0,"GG,GG",10000.0,2,10790000.0,10000.0
770,IDA091,Land,Ambient,10804243,189975486.6,2017-04-20,69983.0,5,0.0,0.0,"GG,GG,GG",15000.0,3,10789243.0,15000.0
771,IDA110,Land,Ambient,10801304,149944518.058,2017-03-01,56738.0,6,0.0,0.0,"GG,GG,GG",15000.0,3,10786304.0,15000.0
772,IDA193,Sea,Ambient,32745000,81872624.56,2017-03-31,32928.0,3,0.0,0.0,"9F,GH",21964400.0,2,10780600.0,21964400.0
773,IDA392,Land,Ambient,10813527,110045970.63000001,2017-03-31,44532.0,3,0.0,0.0,"GD,GD,GD,GD,GD",34525.0,5,10779002.0,34525.0
774,IDA064,Land,Ambient,33251179,405485823.266,2017-02-05,171360.0,16,0.0,0.0,"GF,GF,GF,GF,GF,GF,GF,GF,GF,GF,9A",22472966.333333332,11,10778212.666666668,22472966.333333332
775,IDA392,Land,Ambient,10813527,119945334.16,2017-02-04,49713.0,3,0.0,0.0,"GD,GD,GD,GD,GD,GD",41430.0,6,10772097.0,41430.0
776,IDA392,Land,Ambient,10813527,119942807.83,2017-02-12,48724.0,3,0.0,0.0,"GD,GD,GD,GD,GD,GD",41430.0,6,10772097.0,41430.0
777,IDA392,Land,Ambient,10813527,116227671.1,2017-04-15,48565.0,3,0.0,0.0,"GD,GD,GD,GD,GD,GD",41430.0,6,10772097.0,41430.0
778,IDA392,Land,Ambient,10813527,118831310.88000001,2017-04-16,44797.0,3,0.0,0.0,"GD,GD,GD,GD,GD,GD",41430.0,6,10772097.0,41430.0
779,IDA108,Land,Ambient,10767258,109980731.67000002,2017-03-17,43374.0,3,0.0,0.0,"GG,GG",10000.0,2,10757258.0,10000.0
780,IDA001,Land,Ambient,20903407,169242833.77300003,2017-02-02,78297.0,12,0.0,0.0,"GF,GF,GF,GF,9A",10151444.8,5,10751962.2,10151444.8
781,IDA355,Land,Ambient,10796276,199693290.24,2017-02-04,70634.0,5,0.0,0.0,"GD,GD,GD,GD,GD,GD,GD,GD,GD",50265.0,9,10746011.0,50265.0
782,IDA064,Land,Ambient,25826889,265782578.41800004,2017-02-11,104847.0,19,0.0,0.0,"GF,GF,GF,GF,GF,GF,GF",15098239.333333336,7,10728649.666666664,15098239.333333336
783,IDA346,Land,Ambient,10750000,78906237.5,2017-02-05,25843.0,2,0.0,0.0,"9G,9G,9G,9G",28000.0,4,10722000.0,28000.0
784,IDA359,Land,Ambient,10721794,79983502.46000001,2017-03-09,30417.0,2,0.0,0.0,"9G,9G,9G,9G",28000.0,4,10693794.0,28000.0
785,IDA098,Land,Ambient,10700000,99611919.764,2017-03-19,35909.0,4,0.0,0.0,"GG,GG",10000.0,2,10690000.0,10000.0
786,IDA154,Land,Ambient,10692984,188521025.29399997,2017-03-22,64243.0,9,0.0,0.0,"GG,GG,GG",15000.0,3,10677984.0,15000.0
787,IDA469,Sea,Ambient,67200000,83572115.19999999,2017-04-07,32976.0,3,0.0,0.0,"9E,9E,9E",56535000.0,3,10665000.0,56535000.0
788,IDA149,Land,Ambient,10665115,156506004.98000002,2017-03-05,61663.0,4,0.0,0.0,"GG,GG,GG",15000.0,3,10650115.0,15000.0
789,IDA001,Land,Ambient,21858061,198306306.32500002,2017-02-28,78009.0,11,0.0,0.0,"GF,GF,GF,GF,GF",11210096.0,5,10647965.0,11210096.0
790,IDA020,Land,Ambient,25185604,274626009.50499994,2017-03-20,115324.0,24,0.0,0.0,"9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H,9H",14546250.0,12,10639354.0,14546250.0
791,IDA064,Land,Ambient,26466633,281380671.03,2017-03-17,99386.0,18,0.0,0.0,"GF,GF,GF,GF,GF,GF,GF,9S",15854485.333333336,8,10612147.666666664,15854485.333333336
792,IDA345,Land,Ambient,10613558,68468355.28999999,2017-02-14,27630.0,2,0.0,0.0,"9G,9G,9G",21000.0,3,10592558.0,21000.0
793,IDA108,Land,Ambient,10600887,119959017.33000001,2017-03-12,39129.0,3,0.0,0.0,"GG,GG",10000.0,2,10590887.0,10000.0
794,IDA108,Land,Ambient,10600887,118857356.94,2017-03-22,48005.0,3,0.0,0.0,"GG,GG",10000.0,2,10590887.0,10000.0
795,IDA091,Land,Ambient,10600000,139919176.66,2017-03-16,53467.0,4,0.0,0.0,"GG,GG,GG",15000.0,3,10585000.0,15000.0
796,IDA001,Land,Ambient,20727944,168908441.248,2017-02-27,66957.0,13,0.0,0.0,"GF,GF,GF,GF,9A",10151444.8,5,10576499.2,10151444.8
797,IDA388,Land,Ambient,10600000,78304708.66,2017-02-05,25099.0,2,0.0,0.0,"9G,9G,9G,9G",28000.0,4,10572000.0,28000.0
798,IDA351,Land,Ambient,10600000,79994067.69,2017-03-27,29224.0,2,0.0,0.0,"9G,9G,9G,9G",28000.0,4,10572000.0,28000.0
799,IDA346,Land,Ambient,10600000,79757347.84,2017-04-16,28609.0,2,0.0,0.0,"9G,9G,9G,9G",28000.0,4,10572000.0,28000.0
800,IDA154,Land,Ambient,10585286,228612149.0,2017-04-13,85687.0,7,0.0,0.0,"GG,GG,GG,GG",20000.0,4,10565286.0,20000.0
801,IDA099,Land,Ambient,10550000,79652313.92,2017-03-02,30478.0,2,0.0,0.0,"GG,GG",10000.0,2,10540000.0,10000.0
802,IDA385,Land,Ambient,10563752,79416330.47,2017-04-11,29428.0,2,0.0,0.0,"9G,9G,9G,9G",28000.0,4,10535752.0,28000.0
803,IDA385,Land,Ambient,10563752,79656534.08,2017-04-28,26258.0,2,0.0,0.0,"9G,9G,9G,9G",28000.0,4,10535752.0,28000.0
804,IDA352,Land,Ambient,10563744,89662116.66000001,2017-02-23,36269.0,3,0.0,0.0,"9G,9G,9G,9G",28000.0,4,10535744.0,28000.0
805,IDA352,Land,Ambient,10563744,88576621.17999999,2017-03-06,33928.0,3,0.0,0.0,"9G,9G,9G,9G",28000.0,4,10535744.0,28000.0
806,IDA110,Land,Ambient,10541421,76492953.41,2017-02-27,28637.0,2,0.0,0.0,"GG,GG",10000.0,2,10531421.0,10000.0
807,IDA150,Land,Ambient,10531343,99280394.83399999,2017-03-18,39293.0,4,0.0,0.0,"GG,GG",10000.0,2,10521343.0,10000.0
808,IDA389,Land,Ambient,10525034,68514957.5,2017-03-24,30414.0,2,0.0,0.0,"GD,GD,GD",20880.0,3,10504154.0,20880.0
809,IDA001,Land,Ambient,21431882,171994868.74,2017-02-16,67645.0,13,0.0,0.0,"GF,GF,GF,GF,9H",10931826.8,5,10500055.2,10931826.8
810,IDA475,Land,Ambient,10500000,59997585.66,2017-02-04,22892.0,2,0.0,0.0,"9G,9G,9G",21000.0,3,10479000.0,21000.0
811,IDA004,Land,Ambient,27496928,278224725.47,2017-02-20,113883.0,12,0.0,0.0,"9L,9L,9L,9L,9L,9L,9L",17021949.0,7,10474979.0,17021949.0
812,IDA346,Land,Ambient,10500000,79262904.50999999,2017-02-19,29798.0,2,0.0,0.0,"9G,9G,9G,9G",28000.0,4,10472000.0,28000.0
813,IDA294,Land,Ambient,10500000,79993000.0,2017-03-10,32004.0,2,0.0,0.0,"9G,9G,9G,9G",28000.0,4,10472000.0,28000.0
814,IDA346,Land,Ambient,10500000,74718339.86,2017-03-10,27264.0,2,0.0,0.0,"9G,9G,9G,9G",28000.0,4,10472000.0,28000.0
815,IDA385,Land,Ambient,10500000,79055160.79,2017-03-15,27296.0,2,0.0,0.0,"9G,9G,9G,9G",28000.0,4,10472000.0,28000.0
816,IDA374,Sea,Ambient,25750000,54916752.0,2017-03-22,21859.0,2,0.0,0.0,9F,15300000.0,1,10450000.0,15300000.0
