Scope,Temp. Condition,MoT,Check in Date,Vol,Volume,Weight,      Gross,VolFill,WeightFill,LoadFill, BaseCost, Non-Conformance? , Quarter 
Secondary Outbound,Ambient,Land,2/16/17,39.9,39875421.7,12.8,12788.186,0.996885542,0.6394093,0.996885542,"5,600,000", Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,40,39950345.4,13.8,13840.878,0.998758635,0.6920439,0.998758635,"6,000,000", Check Out/ ,1
Secondary Outbound,Ambient,Sea,2/16/17,28,27977005.11,9.9,9942.337,0.999178754,0.552352056,0.999178754,23649720, Check Out/ ,1
Secondary Outbound,Ambient,Sea,2/16/17,28,28000921.05,10.3,10346.156,1.000032895,0.574786444,1,23649720, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,36.9,36904819.59,18.1,18092.72,0.92262049,0.904636,0.92262049,1702141, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,10.9,10858594.7,4.6,4595.067,1.08585947,0.9190134,1,926425, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,21.4,21404520.02,9,9044.948,0.930631305,0.753745667,0.930631305,1427200, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,13.7,13729773.48,5.8,5794.64,0.596946673,0.482886667,0.596946673,2484598, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,3.9,3879739.825,1.7,1735.968,0.775947965,0.578656,0.775947965,817408, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,17.1,17139706.78,6.9,6886.997,0.745204643,0.573916417,0.745204643,1733562, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,17.2,17193853.98,7.3,7324.537,0.747558869,0.610378083,0.747558869,1993750, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,17.1,17130607.17,7.3,7346.401,0.744809007,0.612200083,0.744809007,1733562, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,4.3,4307952.501,2.2,2228.176,0.8615905,0.742725333,0.8615905,658704, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,17.5,17501189.09,7.3,7290.222,0.760921265,0.6075185,0.760921265,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,19.6,19598946,5.6,5628,0.48997365,0.2814,0.48997365,2754658, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,40,39964345.76,15.8,15843.621,0.999108644,0.79218105,0.999108644,"1,887,121", Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,36,35992951.88,20,19979.14,0.899823797,0.998957,0.998957,"4,764,049", Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,38.6,38562249.8,13.2,13155.726,0.964056245,0.6577863,0.964056245,"4,316,407", Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,21.2,21200083,6.7,6670.72,0.530002075,0.333536,0.530002075,2754658, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,22.8,22817763,9.7,9675,0.570444075,0.48375,0.570444075,2754658, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,35.2,35236018,12.9,12910,0.88090045,0.6455,0.88090045,2754658, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,17.7,17747149,7.5,7525,0.771615174,0.627083333,0.771615174,1979411, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,7.6,7605921,3.2,3225,0.7605921,0.645,0.7605921,1196054, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,39.4,39385632,10.3,10340,0.9846408,0.517,0.9846408,2754658, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,40.6,40564912,17.2,17200,1.0141228,0.86,1,2754658, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,10.1,10141228,4.3,4300,1.0141228,0.86,1,1196054, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,12.1,12079529.25,8,7982.25,0.525196924,0.6651875,0.6651875,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,12.1,12079529.25,8,7982.25,0.525196924,0.6651875,0.6651875,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,13.2,13186383.25,7.7,7668.572,0.573321011,0.639047667,0.639047667,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,14.4,14428686.75,8.5,8473,0.627334207,0.706083333,0.706083333,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,12.3,12343235.48,7,6982.906,0.536662412,0.581908833,0.581908833,1663354, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,14.4,14410858,8.9,8946,0.626559043,0.7455,0.7455,1663354, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,13.9,13944931,9,9016.5,0.606301348,0.751375,0.751375,1663354, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,12.9,12904209.74,5.5,5465.531,0.561052597,0.455460917,0.561052597,1721973, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,19,19004037.11,7.9,7926.449,0.826262483,0.660537417,0.826262483,1817448, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,4.4,4406717.853,1.6,1595.038,0.881343571,0.531679333,0.881343571,837203, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,30.5,30503955.39,11.4,11372.2,0.762598885,0.56861,0.762598885,2583854, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,16.9,16939097.7,6.5,6536.38,0.736482509,0.544698333,0.736482509,1776809, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,33.1,33125201.28,14.6,14613.288,0.828130032,0.7306644,0.828130032,1713044, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,9.4,9427000.384,3.6,3574.695,0.942700038,0.714939,0.942700038,, Base Cost/Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,39,39026039,15.1,15130,0.975650975,0.7565,0.975650975,3168253, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,15.2,15211842,6.5,6450,0.661384435,0.5375,0.661384435,1993750, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,19.9,19890486,6.2,6234,0.864803739,0.5195,0.864803739,1721973, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,19.9,19890486,6.2,6234,0.864803739,0.5195,0.864803739,1721973, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,19.9,19890486,6.2,6234,0.864803739,0.5195,0.864803739,1721973, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,41.1,41091729.54,13,12967.972,1.027293238,0.6483986,1,2962698, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,40.3,40281806.39,12.7,12681.063,1.00704516,0.63405315,1,1713044, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,39.1,39087321.98,12,11984.881,0.97718305,0.59924405,0.97718305,2677119, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,5.3,5278500,1.6,1582.5,1.0557,0.5275,1,711508, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,38.5,38548787.2,13.7,13650,0.96371968,0.6825,0.96371968,2677119, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,15.4,15428373.31,4.4,4418.16,0.67079884,0.36818,0.67079884,1663354, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,18.6,18627478.62,2.4,2380.582,0.809890375,0.198381833,0.809890375,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,6.1,6069330,0.8,750,1.213866,0.25,1,658704, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,5.1,5146735,3.2,3195,1.029347,1.065,1,658704, Vol Fill/Weight Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,32.9,32860191.74,13.6,13616.692,0.821504794,0.6808346,0.821504794,5600000, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,9.1,9062014.525,3.5,3521.286,0.394000632,0.2934405,0.394000632,1721973, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,7.9,7872833.348,3.5,3515.193,0.787283335,0.7030386,0.787283335,771451, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,10.7,10714481.07,4.5,4485.228,0.465847003,0.373769,0.465847003,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,5.6,5602558.5,2.1,2145,1.1205117,0.715,1,813268, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,39.8,39750141.24,17.2,17225.16,0.993753531,0.861258,0.993753531,1713044, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,40.8,40777387.01,17.7,17705.24,1.019434675,0.885262,1,2665964, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,10.2,10230619.76,3.9,3931.4,1.023061976,0.78628,1,867659, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,39.9,39922284.61,18.7,18731.373,0.998057115,0.93656865,0.998057115,1892208, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,18.6,18574634.33,5.7,5725.072,0.807592797,0.477089333,0.807592797,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,8.7,8728285.749,3.4,3374.755,0.872828575,0.674951,0.872828575,771451, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,38.4,38361768.38,16.1,16095.416,0.959044209,0.8047708,0.959044209,3168253, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,17.8,17816110,1,1014.49,0.774613478,0.084540833,0.774613478,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,17.6,17629000,1,1000,0.766478261,0.083333333,0.766478261,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,8.1,8067417.356,3.4,3352.943,0.806741736,0.6705886,0.806741736,771451, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,20.9,20904577.5,8.2,8167.5,0.522614438,0.408375,0.522614438,2754658, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,19.7,19746752,9.7,9702.5,0.4936688,0.485125,0.4936688,2754658, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,13.6,13568433.16,4.1,4131.2,0.589931877,0.344266667,0.589931877,1993750, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,37.2,37160972.22,14.4,14426.818,0.929024306,0.7213409,0.929024306,2962698, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,39.1,39107166.43,15.4,15442.409,0.977679161,0.77212045,0.977679161,1892208, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,8.6,8614339.042,3.7,3707.898,0.861433904,0.7415796,0.861433904,771451, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,3.1,3116251.46,1.1,1113.616,0.623250292,0.371205333,0.623250292,723970, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,38.4,38403989.57,10.5,10453.64,0.960099739,0.522682,0.960099739,1892208, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,32.4,32393078.93,18.4,18373.136,0.809826973,0.9186568,0.9186568,1892208, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,38.9,38898968.95,16.2,16151.136,0.972474224,0.8075568,0.972474224,1892208, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,8.8,8768992.674,3.8,3781.71,0.876899267,0.756342,0.876899267,771451, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,15.4,15394986.4,6.3,6254.218,0.669347235,0.521184833,0.669347235,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,4.8,4811129.694,1.8,1767.182,0.962225939,0.589060667,0.962225939,658704, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,5.8,5771223,3.9,3924,0.5771223,0.7848,0.7848,771451, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,7.6,7595554.725,3.1,3122.66,0.759555473,0.624532,0.759555473,771451, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,24.3,24277320,3,3000,0.606933,0.15,0.606933,2754658, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,5.1,5070614,2.2,2150,1.0141228,0.716666667,1,658704, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,5.1,5070614,2.2,2150,1.0141228,0.716666667,1,658704, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,5.1,5070614,2.2,2150,1.0141228,0.716666667,1,658704, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,5.1,5070614,2.2,2150,1.0141228,0.716666667,1,658704, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,5.1,5070614,2.2,2150,1.0141228,0.716666667,1,658704, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,34.9,34874213.39,15.2,15233.684,0.871855335,0.7616842,0.871855335,2665964, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,17.2,17196547.02,7.9,7890,0.747675957,0.6575,0.747675957,1721973, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,33.5,33453047.46,14.5,14509.112,0.836326187,0.7254556,0.836326187,2962698, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,40.6,40572310.55,17,16978.897,1.014307764,0.84894485,1,5600000, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,10.2,10215778.52,4.3,4321.302,1.021577852,0.8642604,1,2180775, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,20,19985250.73,8.3,8267.374,0.868923945,0.688947833,0.868923945,1143405, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,5.6,5566145.655,2.1,2078.72,1.113229131,0.692906667,1,613065, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,25.3,25326714.16,10.1,10113.234,0.633167854,0.5056617,0.633167854,1884449, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,4,4023045.638,1.7,1663.011,0.804609128,0.554337,0.804609128,652817, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,24.3,24338947.2,10.3,10320,0.60847368,0.516,0.60847368,1884449, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,17.8,17829939.93,7.4,7438.692,0.77521478,0.619891,0.77521478,1252921, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,24.3,24338947.2,10.3,10320,0.60847368,0.516,0.60847368,1884449, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,24.3,24338947.2,10.3,10320,0.60847368,0.516,0.60847368,1884449, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,24.3,24338947.2,10.3,10320,0.60847368,0.516,0.60847368,1884449, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,24.3,24338947.2,10.3,10320,0.60847368,0.516,0.60847368,1884449, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,6.7,6714179.23,2.6,2620.473,0.671417923,0.5240946,0.671417923,760430, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,27.2,27150274.69,10.8,10822.404,0.678756867,0.5411202,0.678756867,1713044, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,27.9,27872770,10.9,10890,0.69681925,0.5445,0.69681925,1713044, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,3.5,3545007.21,1.5,1501.97,0.709001442,0.500656667,0.709001442,658704, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,3.4,3412011.512,2,1976.94,0.682402302,0.65898,0.682402302,658704, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,39.8,39780972,12.5,12468,0.9945243,0.6234,0.9945243,1884449, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,25.5,25473398.15,5.4,5362,0.636834954,0.2681,0.636834954,1713044, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,25.7,25673759.75,15.4,15410,0.641843994,0.7705,0.7705,1713044, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,27.4,27393768.15,10.5,10473.17,0.684844204,0.5236585,0.684844204,1713044, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,27.3,27297248.45,11.9,11861.703,0.682431211,0.59308515,0.682431211,1713044, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,28,28002525.4,10,10043.5,0.700063135,0.502175,0.700063135,1713044, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,26.3,26325693.98,15.7,15730.7,0.65814235,0.786535,0.786535,1713044, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,33.5,33509575.53,14,14005.23,0.837739388,0.7002615,0.837739388,2962698, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,37.9,37858888.27,16.2,16214.298,0.946472207,0.8107149,0.946472207,2612109, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,19.5,19461133.12,8.1,8114.1,0.486528328,0.405705,0.486528328,2612109, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,33.2,33219295.97,15.3,15322.244,0.830482399,0.7661122,0.830482399,2962698, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,17.5,17484920.5,4.2,4205,0.760213935,0.350416667,0.760213935,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,13.9,13865588.5,9.6,9574.5,0.602851674,0.797875,0.797875,1721973, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,14.3,14308161.13,8.3,8310,0.622093962,0.6925,0.6925,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,16.6,16612127.35,9.1,9074,0.722266407,0.756166667,0.756166667,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,13.8,13766111.65,7.9,7866,0.598526593,0.6555,0.6555,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,14.5,14463360,8.9,8940,0.628841739,0.745,0.745,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,20.3,20274652.5,8.1,8132.5,0.88150663,0.677708333,0.88150663,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,10.2,10185749.5,5.3,5303.5,1.01857495,1.0607,1,771451, Vol Fill/Weight Fill/Check Out/ ,1
Secondary Outbound,Ambient,Sea,2/16/17,27.9,27922532.95,10.3,10322.188,0.99723332,0.573454889,0.99723332,17028900, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,13.8,13794176.8,9,8959.2,0.599746817,0.7466,0.7466,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,11.7,11748346.01,6.5,6483.523,0.510797653,0.540293583,0.540293583,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,19,19033660.5,9.5,9517.5,0.827550457,0.793125,0.827550457,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,13.4,13446423.58,8,7981.5,0.584627112,0.665125,0.665125,1733562, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,12.6,12583542.9,5.3,5333.79,0.547110561,0.4444825,0.547110561,1733562, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,5.3,5304839.858,2.9,2912.47,1.060967972,0.970823333,1,658704, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,19.1,19082407,9.9,9907.5,0.82966987,0.825625,0.82966987,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,14.9,14923549.75,8.6,8602.5,0.648849989,0.716875,0.716875,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,18.8,18818785.42,8.4,8446.818,0.818208062,0.7039015,0.818208062,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,7.7,7732333.31,4.2,4234.704,0.773233331,0.8469408,0.8469408,771451, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,14,13952182.7,8.5,8537.5,0.606616639,0.711458333,0.711458333,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,3.1,3111448.925,1.6,1577,0.622289785,0.525666667,0.622289785,658704, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,30.5,30497005.11,13.6,13611.9,0.762425128,0.680595,0.762425128,9111309, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,13.5,13536756.17,7.8,7772.2,0.588554616,0.647683333,0.647683333,1398860, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,25.4,25353070,10.8,10750,0.63382675,0.5375,0.63382675,2754658, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,25.4,25353070,10.8,10750,0.63382675,0.5375,0.63382675,2754658, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,22.6,22609234.76,7.4,7381.51,0.565230869,0.3690755,0.565230869,2754658, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,22.2,22159005.56,8.1,8135.449,0.553975139,0.40677245,0.553975139,2754658, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,22,21995718.39,7.9,7897.808,0.54989296,0.3948904,0.54989296,2754658, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,22.6,22645510,8.9,8915.546,0.56613775,0.4457773,0.56613775,2754658, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,23.3,23285940.23,8.5,8457.748,0.582148506,0.4228874,0.582148506,2754658, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,24.4,24397217.25,9.3,9256.206,0.609930431,0.4628103,0.609930431,2754658, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,26.8,26834643.78,11.8,11771.342,0.670866095,0.5885671,0.670866095,2754658, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,23.8,23806290,8.3,8270,0.59515725,0.4135,0.59515725,2754658, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,23.9,23859940,8.8,8834,0.5964985,0.4417,0.5964985,2754658, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,4.6,4578275.281,1.9,1869.019,0.915655056,0.623006333,0.915655056,658704, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,2,2005808.624,1.3,1282.904,0.334301437,0.641452,0.641452,1037742, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,3.1,3102878.826,1.6,1582.655,0.517146471,0.7913275,0.7913275,662402, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,7.8,7821141.506,3.7,3650.614,0.782114151,0.7301228,0.782114151,843914, Check Out/ ,1
Secondary Outbound,Ambient,Sea,2/16/17,14.1,14080363.44,3.7,3696.55,0.502870123,0.205363889,0.502870123,1635696, Check Out/ ,1
Secondary Outbound,Ambient,Sea,2/16/17,14.1,14080363.44,3.7,3696.55,0.502870123,0.205363889,0.502870123,1635696, Check Out/ ,1
Secondary Outbound,Ambient,Sea,2/16/17,13.9,13883435.28,3.6,3644.85,0.495836974,0.202491667,0.495836974,1635696, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,2.4,2385511.216,0.9,947.071,0.795170405,0.947071,0.947071,807548, Check Out/ ,1
Secondary Outbound,Ambient,Sea,2/16/17,15.9,15859702.74,6.9,6932.499,0.566417955,0.385138833,0.566417955,1099136, Check Out/ ,1
Secondary Outbound,Ambient,Sea,2/16/17,14.8,14770534.35,6.3,6309.145,0.527519084,0.350508056,0.527519084,940547, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,5.3,5265185.483,1.8,1781.129,0.877530914,0.8905645,0.8905645,384096, Check Out/ ,1
Secondary Outbound,Ambient,Sea,2/16/17,14.5,14503714.29,6,6045.193,0.517989796,0.335844056,0.517989796,940547, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,15.4,15432822.45,5.7,5707.962,0.67099228,0.4756635,0.67099228,1993750, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,7.1,7085169.99,4,4019.4,0.708516999,0.80388,0.80388,521168, Check Out/ ,1
Secondary Outbound,Ambient,Sea,2/16/17,8.6,8621360.5,5.6,5599.5,0.307905732,0.311083333,0.311083333,1016745, Check Out/ ,1
Secondary Outbound,Ambient,Sea,2/16/17,12.1,12138660,1.5,1500,0.433523571,0.083333333,0.433523571,1016745, Check Out/ ,1
Secondary Outbound,Ambient,Sea,2/16/17,12.1,12138660,1.5,1500,0.433523571,0.083333333,0.433523571,1016745, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,1.8,1772769.654,0.7,663.098,0.590923218,0.663098,0.663098,348624, Check Out/ ,1
Secondary Outbound,Ambient,Sea,2/16/17,16.8,16806570.53,6.2,6170.734,0.600234662,0.342818556,0.600234662,1016745, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,4.4,4391275.156,1.7,1733.537,0.731879193,0.8667685,0.8667685,384096, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,3.2,3159670.896,1.3,1258.273,0.526611816,0.6291365,0.6291365,440057, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,40.1,40144136.41,13.7,13679.916,1.00360341,0.6839958,1,2754658, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,40.2,40151771.52,16.6,16579.2,1.003794288,0.82896,1,2754658, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,37.9,37915951.53,19.5,19501.854,0.947898788,0.9750927,0.9750927,2754658, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,20.2,20237682.59,8.2,8208.028,0.879899243,0.684002333,0.879899243,1979411, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,4.1,4075695.168,1.5,1468.338,0.815139034,0.489446,0.815139034,723970, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,7.2,7219027.741,3.3,3273.343,0.721902774,0.6546686,0.721902774,706013, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,13.6,13586418.93,8.1,8070,0.590713866,0.6725,0.6725,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,1.4,1425275.949,0.8,796.66,0.475091983,0.79666,0.79666,959605, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,5.4,5414233.824,3.6,3607.4,0.541423382,0.72148,0.72148,1308897, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,1.7,1719303.45,0.5,539,0.57310115,0.539,0.57310115,825731, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,16.8,16840181.43,9.6,9574,0.732181801,0.797833333,0.797833333,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,3.2,3221881.122,1.3,1317.446,0.644376224,0.439148667,0.644376224,658704, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,41.7,41697066.34,16.6,16631.429,1.042426658,0.83157145,1,13917132, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,38.6,38642344.74,16.2,16221.621,0.966058619,0.81108105,0.966058619,1892208, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,9.6,9619332.84,2.2,2227.04,0.961933284,0.445408,0.961933284,771451, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/16/17,12.3,12349754.6,7,6953.011,0.536945852,0.579417583,0.579417583,1396659, Check Out/ ,1
