Scope,Temp. Condition,MoT,Check in Date,Vol,Volume,Weight,      Gross,VolFill,WeightFill,LoadFill, BaseCost, Non-Conformance? , Quarter 
Secondary Outbound,Ambient,Sea,1/31/17,27.2,27207316.32,11.3,11332.186,0.971689868,0.629565889,0.971689868,"5,500,000", Check Out/ ,1
Secondary Outbound,Ambient,Sea,1/31/17,27.4,27409922.64,12.2,12244.447,0.978925809,0.680247056,0.978925809,"7,800,000", Check Out/ ,1
Secondary Outbound,Ambient,Sea,1/31/17,27.9,27932828.89,11,11007.889,0.997601032,0.611549389,0.997601032,8940000, Check Out/ ,1
Secondary Outbound,Ambient,Sea,1/31/17,28,27990000,9,9012.947,0.999642857,0.500719278,0.999642857,"7,825,000", Check Out/ ,1
Secondary Outbound,Ambient,Sea,1/31/17,27.8,27813169.83,10.7,10657.984,0.993327494,0.592110222,0.993327494,"7,825,000", Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,40,39998852.18,15,14961.814,0.999971305,0.7480907,0.999971305,"3,950,000", Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,10,9959787.144,4.5,4517.556,0.995978714,0.9035112,0.995978714,"837,169", Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,10,9965808,3,2987.76,0.9965808,0.597552,0.9965808,771451, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,7.4,7395711.982,3.2,3223.823,0.739571198,0.6447646,0.739571198,760430, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,21.6,21573000,9.2,9238.119,0.539325,0.46190595,0.539325,1713044, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,25.4,25353070,10.8,10750,0.63382675,0.5375,0.63382675,1713044, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,29.3,29266656.81,18.5,18525.48,0.73166642,0.926274,0.926274,5616151, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,39.5,39467645,15.1,15143,0.986691125,0.75715,0.986691125,5616151, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,32.5,32456354.23,19.3,19287.148,0.811408856,0.9643574,0.9643574,5600000, Check Out/ ,1
Secondary Outbound,Ambient,Sea,1/31/17,29.5,29477129.17,10.1,10093.505,1.052754613,0.560750278,1,7400000, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Sea,1/31/17,29.1,29102744.2,8.9,8939.05,1.039383721,0.496613889,1,7400000, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,40,39999032.85,14.1,14103.863,0.999975821,0.70519315,0.999975821,"7,810,700", Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,40,39968998.59,14.3,14343.145,0.999224965,0.71715725,0.999224965,"7,947,600", Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,38.8,38836493.51,16.5,16504.097,0.970912338,0.82520485,0.970912338,"9,283,300", Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,40,39995463.76,14.1,14101.67,0.999886594,0.7050835,0.999886594,"5,600,000", Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,19.9,19943888.9,8.7,8746.239,0.867125604,0.72885325,0.867125604,1733562, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,12.1,12126719.63,5.5,5535.523,0.52724868,0.461293583,0.52724868,3832390, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,37.7,37718984.27,19.4,19368.406,0.942974607,0.9684203,0.9684203,1702141, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,39.8,39824032.44,15.7,15665.431,0.995600811,0.78327155,0.995600811,1702141, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,32.2,32227007.23,11.7,11728.134,0.805675181,0.5864067,0.805675181,2665964, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,38.8,38772000,13.9,13857.862,0.9693,0.6928931,0.9693,1892208, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,14.4,14389826.43,6,6045.245,0.625644627,0.503770417,0.625644627,3511678, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,19.1,19100072.63,7.7,7705.682,0.830437941,0.642140167,0.830437941,6026897, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,38.1,38104802.96,14.1,14096.616,0.952620074,0.7048308,0.952620074,5600000, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,6.2,6176082,3.8,3834,0.6176082,0.7668,0.7668,771451, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,26.2,26179043.56,9.9,9870.519,0.654476089,0.49352595,0.654476089,2754658, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,23,23012697.36,8.9,8890.64,0.575317434,0.444532,0.575317434,2754658, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,19.7,19692816,5.2,5170,0.856209391,0.430833333,0.856209391,1979411, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,18,17969488.08,7,6998.926,0.78128209,0.583243833,0.78128209,3378036, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,3.3,3264053.73,1.1,1075.8,0.652810746,0.3586,0.652810746,612718, Check Out/ ,1
Secondary Outbound,Ambient,Sea,1/31/17,28,27999205.88,7.7,7738.764,0.999971638,0.429931333,0.999971638,16448520, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,38.1,38080036.01,12.4,12363.301,0.9520009,0.61816505,0.9520009,38800000, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,17,17010767.55,7.2,7174.602,0.739598589,0.5978835,0.739598589,1252921, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,25.1,25059444.68,9.4,9413.42,0.626486117,0.470671,0.626486117,1884449, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,7.4,7389860.11,2.6,2558.346,0.738986011,0.5116692,0.738986011,856690, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,32,32004356.63,10,9973.48,0.800108916,0.498674,0.800108916,21277790, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,32,32006532.67,12.2,12201.322,0.800163317,0.6100661,0.800163317,21277790, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,32.6,32621924.79,16.5,16533.038,0.81554812,0.8266519,0.8266519,21277790, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,6,6034952.35,3.9,3919.65,0.603495235,0.78393,0.78393,983044, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,3.5,3455718.474,1.3,1295.619,0.691143695,0.431873,0.691143695,613065, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,8.3,8274351.54,2.7,2687.73,0.827435154,0.537546,0.827435154,771451, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,28.4,28406622.13,11.5,11522.679,0.946887404,0.7681786,0.946887404,"4,429,230", Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,20.4,20379405.28,8.9,8884.273,0.509485132,0.44421365,0.509485132,1713044, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,18.7,18700446.88,7.6,7592.547,0.467511172,0.37962735,0.467511172,1713044, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,14.9,14860572.72,6.3,6263.574,0.646111857,0.5219645,0.646111857,3378036, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,21,20976912,15.9,15900,0.5244228,0.795,0.795,2754658, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,21,20976912,15.9,15900,0.5244228,0.795,0.795,2754658, Check Out/ ,1
Secondary Outbound,Ambient,Sea,1/31/17,28.1,28066000,11.4,11405.431,1.002357143,0.633635056,1,23549250, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,33.5,33519009.17,14.5,14527.486,0.837975229,0.7263743,0.837975229,5955845, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,10.1,10060252.01,3.2,3155.44,1.006025201,0.631088,1,760430, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,38.4,38359194.91,16.3,16264.75,0.958979873,0.8132375,0.958979873,1892208, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,17.7,17747149,7.5,7525,0.771615174,0.627083333,0.771615174,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Sea,1/31/17,28,27956345.41,10.2,10205.039,0.998440907,0.566946611,0.998440907,"6,500,000", Check Out/ ,1
Secondary Outbound,Ambient,Sea,1/31/17,28.3,28339186.22,9,8951.975,1.012113794,0.497331944,1,"7,100,000", Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,13,12989295.04,5.5,5512.232,0.564751958,0.459352667,0.564751958,3378036, Check Out/ ,1
Secondary Outbound,Ambient,Sea,1/31/17,27.2,27221587.7,8.9,8931.71,0.972199561,0.496206111,0.972199561,22400000, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,0.6,640577.252,0.2,235.196,0.213525751,0.235196,0.235196,364079, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,4.6,4597319.274,2.2,2244.786,0.919463855,0.748262,0.919463855,813268, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,2,1958892.826,0.7,666.796,0.652964275,0.666796,0.666796,592832, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,14.1,14129058.47,5.5,5502.75,0.61430689,0.4585625,0.61430689,1663354, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,1.9,1900380.5,0.1,135.626,0.3800761,0.045208667,0.3800761,658704, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,4.7,4740694.75,0.3,301.854,0.94813895,0.100618,0.94813895,652817, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,2.9,2876967.098,1.7,1703.291,0.57539342,0.567763667,0.57539342,1045167, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,3.7,3683645.61,0.7,674.413,0.736729122,0.224804333,0.736729122,658704, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,33.9,33928284,18.5,18493.18,0.8482071,0.924659,0.924659,6289267, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,33.9,33887166,18.5,18475,0.84717915,0.92375,0.92375,6289267, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,15.8,15794373.38,7,7034.02,0.686711886,0.586168333,0.686711886,3511678, Check Out/ ,1
Secondary Outbound,Ambient,Sea,1/31/17,27.9,27914000,12,12044.077,0.996928571,0.669115389,0.996928571,22632270, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,39.3,39262023.9,16.5,16478.356,0.981550597,0.8239178,0.981550597,13917132, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,32.9,32856731.48,18.2,18183.8,0.821418287,0.90919,0.90919,2665964, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,28.9,28926720,17.9,17880,0.723168,0.894,0.894,2665964, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,28.9,28926720,17.9,17880,0.723168,0.894,0.894,2665964, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,40.1,40087511.6,18.9,18911.388,1.00218779,0.9455694,1,"7,441,763", Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,3.7,3696358.38,1.2,1208.498,0.739271676,0.402832667,0.739271676,723970, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,10.8,10834639.61,4,3996.54,1.083463961,0.799308,1,941266, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,8.9,8912192.705,4,3992.177,0.891219271,0.7984354,0.891219271,941266, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,0.9,873963.197,0.3,334.071,0.291321066,0.334071,0.334071,531157, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,10.5,10521198.71,4,3968.22,1.052119871,0.793644,1,914750, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,17.7,17735624.75,1,1011.203,0.77111412,0.084266917,0.77111412,1721973, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,9.3,9295592.5,0.6,621.5,0.92955925,0.1243,0.92955925,867659, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,21.5,21518915.81,14,13976.352,0.537972895,0.6988176,0.6988176,1713044, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,11.3,11321334.06,6.6,6637.9,0.492231916,0.553158333,0.553158333,1993750, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,4.8,4821120,3,2980,0.964224,0.993333333,0.993333333,711508, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,32,31950594.41,13.5,13527.768,0.79876486,0.6763884,0.79876486,3168253, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,7.7,7679879.276,3.5,3515.398,0.767987928,0.7030796,0.767987928,983044, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,5.9,5851684.591,1.4,1401.641,1.170336918,0.467213667,1,772384, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,10.8,10842512.89,3.7,3698.663,1.084251289,0.7397326,1,983044, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,4.6,4592558.101,1.9,1866.307,0.91851162,0.622102333,0.91851162,772384, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,7.2,7173569.917,3.1,3142.925,0.717356992,0.628585,0.717356992,983044, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,9.5,9508641.053,4,3973.724,0.950864105,0.7947448,0.950864105,914750, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,1.8,1757528.393,0.7,749.323,0.585842798,0.749323,0.749323,499858, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,7.1,7124344.612,3.1,3140.584,0.712434461,0.6281168,0.712434461,941266, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,9.2,9212259.029,3.9,3906.548,0.921225903,0.7813096,0.921225903,914750, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,3.1,3071474.257,1.1,1127.395,0.614294851,0.375798333,0.614294851,772384, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,2.3,2273233.491,1,1027.746,0.757744497,1.027746,1,592832, Weight Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,2.4,2375174.586,1,1016.884,0.791724862,1.016884,1,592832, Weight Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,9.7,9729016.174,4.2,4159.345,0.972901617,0.831869,0.972901617,983044, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,6.4,6404263.89,3,3047.276,0.640426389,0.6094552,0.640426389,983044, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,1.3,1299697.395,0.5,481.24,0.433232465,0.48124,0.48124,499858, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,10,10023033.47,4,3975.24,1.002303347,0.795048,1,941266, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,5.7,5651869.34,2.6,2594.583,0.565186934,0.5189166,0.565186934,941266, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,8.8,8752706.799,3.4,3399.332,0.87527068,0.6798664,0.87527068,914750, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,6,5954997.99,2.4,2432.842,1.190999598,0.810947333,1,772384, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,5.3,5294682.527,1.8,1775.202,1.058936505,0.591734,1,722414, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,6.6,6644062.943,2,2025.189,0.664406294,0.4050378,0.664406294,941266, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,5,5003153.559,2,1954.227,1.000630712,0.651409,1,802151, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,2.2,2243752.488,1,1000.338,0.747917496,1.000338,1,593754, Weight Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,11.8,11773059.9,4.8,4848.362,0.51187217,0.404030167,0.51187217,3832390, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,3.1,3107762.253,0.8,846.495,0.621552451,0.282165,0.621552451,1772803, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,3.7,3704051.257,1.3,1330.601,0.740810251,0.443533667,0.740810251,722414, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,4.3,4298936.143,1.6,1578.527,0.859787229,0.526175667,0.859787229,802151, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,8.9,8926342.052,2.7,2674.407,0.892634205,0.5348814,0.892634205,1039732, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,8.3,8271135.765,3.5,3516.271,0.827113577,0.7032542,0.827113577,914750, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,10.1,10131052.58,4,3959.769,1.013105258,0.7919538,1,941266, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,9.7,9652856.625,4,3998.788,0.965285663,0.7997576,0.965285663,941266, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,1.8,1817933.293,1,1010.195,0.605977764,1.010195,1,531157, Weight Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,8.5,8476656.362,3.7,3688.505,0.847665636,0.737701,0.847665636,914750, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,3.5,3541749.374,1.6,1551.31,0.708349875,0.517103333,0.708349875,694032, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,2.7,2732114.755,1.4,1387.313,0.546422951,0.462437667,0.546422951,722414, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,8.8,8814930.808,4,3960.502,0.881493081,0.7921004,0.881493081,914750, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,5.4,5449359.193,2.5,2475.807,1.089871839,0.825269,1,694032, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,2.9,2924861.647,1.3,1286.635,0.584972329,0.428878333,0.584972329,694032, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,36.8,36772410.79,15.1,15093.635,0.91931027,0.75468175,0.91931027,10549944, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,36.7,36712209.49,15.6,15587.669,0.917805237,0.77938345,0.917805237,13745790, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,5,5016448.16,2.2,2233.916,1.003289632,0.744638667,1,1045167, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,13.6,13618176.97,7.2,7229.866,0.592094651,0.602488833,0.602488833,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,1.8,1818229.042,0.8,836.92,0.606076347,0.83692,0.83692,499858, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,7.5,7483413.358,3.3,3258.14,0.748341336,0.651628,0.748341336,914750, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,8.8,8791265.745,3.8,3763.162,0.879126575,0.7526324,0.879126575,914750, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,1.6,1557625.26,0.6,561.09,0.51920842,0.56109,0.56109,499858, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,8.4,8359964.332,3.7,3668.59,0.835996433,0.733718,0.835996433,914750, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,6,6040883.25,2.4,2381.189,1.20817665,0.793729667,1,694032, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,4.5,4466484.244,1.8,1771.28,0.893296849,0.590426667,0.893296849,772384, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,18.1,18063356.67,7.4,7395.446,0.785363333,0.616287167,0.785363333,3378036, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,3.2,3198151.271,1.2,1221.937,0.639630254,0.407312333,0.639630254,658704, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,12.9,12932040.75,8.4,8399.25,0.562262641,0.6999375,0.6999375,1100733, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,36.2,36232232.38,14.6,14594.148,0.905805809,0.7297074,0.905805809,3168253, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,17.1,17127772.39,7.5,7511.89,0.744685756,0.625990833,0.744685756,1993750, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,15.2,15194428.2,8.2,8221.5,0.660627313,0.685125,0.685125,1396659, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,7,7020526.136,3.7,3714.706,0.702052614,0.7429412,0.7429412,771451, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,8.3,8311025.219,3.7,3745.863,0.831102522,0.7491726,0.831102522,1308897, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,4.8,4801662.542,2,2017.655,0.960332508,0.672551667,0.960332508,679365, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,33.9,33873000,14.7,14679.881,0.846825,0.73399405,0.846825,2181217, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,17.7,17747000,7.5,7525,0.771608696,0.627083333,0.771608696,1276250, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,10.5,10488456,8,7950,0.456019826,0.6625,0.6625,1100733, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,12.9,12932040.75,8.4,8399.25,0.562262641,0.6999375,0.6999375,1100733, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,20.7,20691265.2,13.4,13438.8,0.51728163,0.67194,0.67194,2220397, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,13.4,13370127.77,6.6,6588.333,0.581309903,0.54902775,0.581309903,1212375, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,2.4,2419913.123,1,1010.77,0.806637708,1.01077,1,531157, Weight Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,5.9,5903510.978,2.4,2387.328,1.180702196,0.795776,1,722414, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,34.3,34325989.35,14.2,14194.777,1.144199645,0.887173563,1,3779192, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,7.7,7709528.994,3.1,3145.724,0.770952899,0.6291448,0.770952899,1157772, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,3.8,3753543.815,1.6,1631.021,0.750708763,0.543673667,0.750708763,1014367, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,28.7,28691887.74,18.6,18635.136,0.717297194,0.9317568,0.9317568,2181217, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,8.7,8740191.2,4,3979.85,0.87401912,0.79597,0.87401912,1415036, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,7.3,7310913.64,3.8,3782.352,0.731091364,0.7564704,0.7564704,1415036, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,3.8,3778265.103,1.5,1539.747,0.755653021,0.513249,0.755653021,1183599, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,5.8,5793327.801,2.3,2293.88,1.15866556,0.764626667,1,1256311, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,3.6,3644913.187,1.6,1606.298,0.728982637,0.535432667,0.728982637,1014367, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,2.1,2136048.514,0.8,787.686,0.712016171,0.787686,0.787686,1069676, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,2.4,2368187.426,1,1013.952,0.789395809,1.013952,1,987747, Weight Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,5.4,5394049.776,2.5,2462.42,1.078809955,0.820806667,1,921161, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,1.1,1147157.834,0.4,389.324,0.382385945,0.389324,0.389324,724472, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,5.6,5560993.961,2.4,2446.67,1.112198792,0.815556667,1,970840, Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,2.8,2789737.525,1.1,1128.172,0.557947505,0.376057333,0.557947505,970840, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,28.7,28691887.74,18.6,18635.136,0.717297194,0.9317568,0.9317568,2181217, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,28.7,28691887.74,18.6,18635.136,0.717297194,0.9317568,0.9317568,1713044, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,28.7,28691887.74,18.6,18635.136,0.717297194,0.9317568,0.9317568,1713044, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,28.7,28691887.74,18.6,18635.136,0.717297194,0.9317568,0.9317568,1713044, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,28.7,28691887.74,18.6,18635.136,0.717297194,0.9317568,0.9317568,1713044, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,28.7,28691887.74,18.6,18635.136,0.717297194,0.9317568,0.9317568,1713044, Check Out/ ,1
Secondary Outbound,Ambient,Land,1/31/17,23.3,23312158.79,15.1,15141.048,0.58280397,0.7570524,0.7570524,1713044, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/1/17,27.4,27402719.51,12,11976.103,0.978668554,0.798406867,0.978668554,17783898, Check Out/ ,1
Primary Outbound,Ambient,Land,2/1/17,59.8,59803658.46,32.7,32666.4,1.087339245,0.9074,1,"7,927,464", Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,2/1/17,37.4,37408967.69,15.7,15697.942,0.935224192,0.7848971,0.935224192,7399165, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/1/17,40,39999158.65,13.5,13480.957,0.999978966,0.67404785,0.999978966,"10,071,000", Check Out/ ,1
Secondary Outbound,Ambient,Land,2/1/17,40,39996219.23,16.8,16840.594,0.999905481,0.8420297,0.999905481,"13,104,000", Check Out/ ,1
Secondary Outbound,Ambient,Land,2/1/17,40,39965904.24,15,15034.533,0.999147606,0.75172665,0.999147606,"9,990,000", Check Out/ ,1
Secondary Outbound,Ambient,Land,2/1/17,40,40047714.59,9.7,9702.998,1.001192865,0.4851499,1,"7,069,500", Vol Fill/Check Out/ ,1
Secondary Outbound,Ambient,Land,2/1/17,28,27996830.95,12.6,12576.807,0.999886819,0.8384538,0.999886819,23936580, Check Out/ ,1
Secondary Outbound,Ambient,Sea,2/1/17,27.8,27790039.8,10.5,10464.651,0.992501422,0.5813695,0.992501422,17457300, Check Out/ ,1
Secondary Outbound,Ambient,Sea,2/1/17,27.9,27881370.31,11,11017.815,0.995763225,0.612100833,0.995763225,"10,600,000", Check Out/ ,1
Secondary Outbound,Ambient,Land,2/1/17,33.4,33401830.25,17.8,17794.668,0.835045756,0.8897334,0.8897334,7399165, Check Out/ ,1
Secondary Outbound,Ambient,Land,2/1/17,29.1,29094283.23,7.2,7189.295,0.969809441,0.479286333,0.969809441,"1,737,323", Check Out/ ,1
Secondary Outbound,Ambient,Land,2/1/17,30,29986916.59,11.9,11913.754,0.999563886,0.794250267,0.999563886,"1,526,515", Check Out/ ,1
Secondary Outbound,Ambient,Land,2/1/17,40,39999000,20,19955.012,0.999975,0.9977506,0.999975,"3,685,700", Check Out/ ,1
